ID_Serie;mase_0ive;mase_S0ive;mase_mase;mase_ETS;mase_NNetar
116;3.846464646;7.71010101;3.421713876;2.857284903;3.629595708
117;3.036568214;1.996483826;6.38768795;5.732547091;4.292915093
118;6.045428241;9.6953125;8.800047178;7.878455338;7.957629427
119;5.172815946;8.391857506;6.887150256;5.874938932;7.955857745
120;3.437139794;6.996180137;3.417838291;3.255662389;7.539164492
121;5.11621202;8.017409625;7.338802717;5.688164198;7.822297361
122;4.588011696;6.022076023;5.053286758;4.939130587;7.204942689
123;2.32362904;1.87695688;1.265507677;1.419365133;1.784021876
124;0.984857193;1.045698363;1.079413555;0.985666171;1.222692171
125;1.655159038;4.755926213;1.437391817;0.989553239;1.576404474
126;1.659329679;4.762018956;1.637329544;0.884896117;1.583490248
127;1.9970419;3.512561796;1.846364689;1.773069263;3.22181214
128;7.828597231;3.261375343;8.240915456;6.7708689;17.94463711
129;7.241742023;3.680859578;5.555260762;5.958540639;4.996397316
130;4.823064653;6.649244803;1.162366415;3.764908633;7.27573977
131;7.310363248;14.52083333;9.348935138;9.718769287;5.772093113
132;2.963125406;4.788499025;1.261257422;2.963078926;4.385158799
133;5.82962963;10.75740741;3.057712819;5.829589606;4.439461707
134;6.602927017;12.72462931;3.195521366;6.602926993;5.689576912
135;3.727693603;4.428872054;3.347867209;3.594921647;4.394848235
136;3.614074074;3.307654321;3.644798299;3.632489515;3.296303203
137;1.583989501;1.465004374;1.701376753;1.737146524;1.336255683
138;5.310882801;10.22070015;9.719161605;6.143394796;8.061636113
139;6.106321839;10.82854406;10.24248787;7.931895532;8.530554281
140;4.064259259;5.471481481;5.944738143;3.115695732;4.432650445
141;4.705140229;5.65717667;4.851049995;2.978634212;5.720360309
142;5.512906677;6.123683419;7.913541195;4.489187896;8.292539795
143;5.509259259;6.120199355;6.486777067;4.591535076;7.316442402
144;1.011373578;1.887029746;1.243844367;1.489685814;4.413694041
145;4.072150072;3.79004329;4.203263942;4.719877681;3.060735364
146;9.833333333;21.83333333;8.574138048;7.042484286;11.06825381
147;3.115581098;3.213282248;3.115581098;3.122161886;2.934431733
148;6.368380062;10.76843198;9.791649386;9.390795051;8.389104527
149;2.003405995;6.500454133;2.522678189;1.806478244;12.75179909
150;5.959563994;10.74275668;6.603609731;6.039686448;11.0954026
151;5.015443241;7.106631903;5.559650587;4.494787587;6.345725674
152;4.306097321;8.925334909;5.795343527;4.356921615;14.23335875
153;2.245826813;2.534037559;1.419153678;1.336547224;2.485128483
154;2.261754662;2.538613081;1.435031893;1.557367518;2.434043172
155;2.04964539;2.411347518;5.525833671;5.582260556;2.354832106
156;5.630573248;8.830856334;7.263854139;6.243463564;6.259126951
157;5.440342545;8.234527922;8.51086205;7.987957588;9.517468965
158;4.319764684;9.016984534;5.774838984;4.415121958;20.35225846
159;4.903097643;7.662020202;4.74080985;5.047749757;8.087537425
160;3.94772922;4.010854042;4.06769166;3.866204781;3.84679365
161;1.236111111;1.868055556;1.350905469;1.352732941;1.673325816
162;5.098730323;5.566069172;5.292923688;5.071636728;5.255844746
163;2.161855548;5.371149125;3.596299458;2.16178647;6.80443615
164;2.96250413;6.666804317;3.279670547;2.962425511;7.353353472
165;2.407036212;4.834405675;5.248660545;2.406977818;6.122684761
166;9.066401373;9.088951311;8.959519674;8.741521097;14.13846098
167;9.052136752;9.084102564;9.052136752;9.059897788;9.008808961
168;3.942648467;10.24233716;4.790103465;3.640298503;9.314360215
169;6.433172303;10.59694042;7.422086465;3.748066323;10.00855506
170;3.45037037;5.918518519;3.498351715;3.314320349;3.69271053
171;3.659722222;70.125;87.76911703;60.77704421;17.49642125
172;9.227018385;13.64348521;7.585938096;6.314936003;10.99662943
173;3.792534722;4.195891204;3.549043889;2.651054001;4.163327456
174;5.350063131;13.35637626;4.709743123;2.391022263;8.63646327
175;2.365365365;2.612112112;2.052912328;2.367658824;2.494316405
176;12.23094582;18.12396694;14.58990623;14.67794625;13.488577
177;8.694885362;18.09060847;7.03140862;4.939314054;9.604462473
178;6.482819525;8.257064868;8.174664569;6.989494498;7.31268134
179;6.482819525;8.257064868;8.443852612;6.941065645;7.073568317
180;6.992879499;14.65884194;4.847912541;1.803232607;4.51278193
181;6.992879499;14.65884194;2.276066802;1.943307292;3.615264826
182;1.409920635;1.558333333;2.349960545;1.783031575;1.508395716
183;3.461174242;7.426767677;3.748526585;2.975906156;5.384505223
184;1.920110193;2.318181818;3.964069452;4.475430818;2.058345506
185;5.491009125;5.244632313;4.489978136;4.44835622;6.247741991
186;1.087301587;3.007936508;1.144852291;1.087483683;1.226148474
187;1.087301587;3.007936508;2.7020513;1.141731861;1.264880996
188;1.471493966;2.039221806;2.302955873;2.199508304;5.553289768
189;3.746642247;5.656288156;4.653043453;3.354521291;2.936514504
190;4.587301587;3.815555556;3.996018095;4.55428965;26.44304276
191;4.487695749;3.714392245;4.445786933;4.684278041;15.74194807
192;1.529100529;5.60670194;1.529100529;1.529100531;1.610637243
193;3.406746032;6.937169312;5.941476072;2.640777978;2.648072432
194;3.002749141;2.525658648;4.9153182;2.486299053;14.08549874
195;3.450965447;3.230691057;2.359936885;3.450966599;3.007185062
196;5.805847953;5.477777778;10.09101371;7.095430907;4.183305375
197;4.603292181;11.50823045;8.360528972;2.740935876;5.542661906
198;4.511494253;4.197318008;4.462612918;4.511548189;2.757779097
199;4.537037037;4.062289562;4.473661681;3.437778114;0.990515846
200;0.685185185;1.740740741;2.094836662;1.389300608;4.988734148
201;4.555094726;4.05719406;4.566731942;4.555150014;2.255959837
202;5.326666667;52.39777778;2.077079899;5.328216805;5.250653626
203;2.535087719;5.261904762;1.090471228;3.538872334;1.753393694
204;4.417094017;5.942735043;4.144397107;4.439725755;3.577040498
205;1.196189398;1.387002452;1.196189398;1.073748718;1.061977314
206;7.582930757;9.636070853;9.473231417;5.485197079;11.79103922
207;6.296296296;15.1540404;6.296296296;5.206805621;16.51805183
208;5.654347826;9.428019324;8.199135327;7.956601159;7.213001289
209;4.492669753;8.880401235;3.742912149;3.046594774;6.007318519
210;5.359611372;3.894170579;5.362327976;5.800591283;3.814681698
211;5.400680272;9.020408163;11.79832762;8.378852298;6.829462791
212; 0; 1000; 1000; 1000; 1000
213; 0; 1000; 0; 0; 1000
214;2.636574074;9.99537037;6.25167152;6.914241321;4.348362776
215;7.200535475;7.833199465;7.200535475;7.20053722;7.858085489
216;6.595457336;6.647636587;5.7241526;6.595664084;6.630647814
217;4.863888889;5.294135802;4.863888889;4.863878241;3.282655211
218;2.048674052;2.197045989;2.390013661;3.035684467;2.198402588
219;39.95726496;42.10042735;17.7991453;18.51406164;15.15699358
220;2.050735117;1.798746686;1.518100546;2.64066857;2.025428746
221;1.072504708;2.020150659;1.072504708;1.072443228;1.905691719
222;1.474988933;2.186144312;2.183054378;1.474924906;2.853732756
223;1.231074018;1.006069803;0.653300721;0.749082651;0.966733103
224;0.950191571;0.527458493;0.451739694;0.535630167;0.67504701
225;1.144367036;1.136268906;0.880154224;1.0727565;1.189641534
226;1.237645108;1.01774461;0.656795736;0.744979494;0.989642042
227;1.228777946;1.001596907;0.652813188;0.766921084;1.054962443
228;1.207591179;1.546437659;0.886249522;1.149499604;1.247201587
229;1.504739859;1.173996914;0.580473991;0.905106468;1.437242623
230;0.712204007;0.941347905;0.717253513;0.774857088;1.041710645
231;1.215836526;1.555981269;0.90923793;1.178170123;1.260364481
232;4.982758621;24.42528736;8.640454715;6.091833176;34.83746339
233;5.795454545;7.999873737;3.401553704;4.424053412;9.490599879
234;0.795247558;1.860738533;1.174516205;1.09119871;1.578776241
235;2.535911602;5.32228361;1.096384342;1.09633012;2.130562305
236;1.205302096;1.385806275;1.162912434;2.010845355;0.923767774
237;1.930183357;2.730763203;2.724179546;2.512425593;2.585589894
238;2.07518582;3.105488851;2.07518582;2.151087796;12.46126541
239;1.507936508;2.515873016;3.553970253;1.50791263;3.110306785
240;7.125;11.22222222;9.792774834;11.37568108;9.248009833
241;4.059454191;5.871020143;7.330346931;4.399517776;3.921698057
242;4.272222222;3.95;1.407103596;1.540228894;3.513637373
243;4.162068966;3.904789272;1.9724511;1.867759669;3.792232114
244;8.328282828;10.21717172;8.527108354;8.328286314;12.56667608
245;6.149382716;10.59876543;5.575037654;5.997357142;10.86012589
246;3.422377081;5.643631436;3.372858761;3.422392941;5.346672086
247;2.814814815;8.37962963;8.613476774;2.893408617;4.139682131
248;5.522968404;10.28879562;10.57155321;7.016671841;10.069598
249;5.818096578;5.499296765;5.903194107;5.999793663;4.182866218
250;1.591957776;1.490205681;1.548806485;1.588125926;1.624897284
251;5.916713509;11.09284242;8.504215112;7.741545791;8.955785035
252;6.698966408;12.79667313;7.841958722;7.988008398;13.39099277
253;5.33636606;10.27557822;6.631057348;5.568585047;6.499116947
254;6.914046122;13.05828092;6.517110616;7.098871219;15.04591242
255;5.008474576;8.987758945;2.871093167;5.008447409;6.722324972
256;1.962673611;3.611235119;2.19919119;2.113728664;11.64221981
257;2.17252886;5.061056999;5.887935102;2.172569873;6.102540274
258;1.02767135;1.286398467;2.327015619;2.114332346;1.195313958
259;7.661564626;7.276077098;11.39370748;7.66168647;12.64884059
260;2.893874644;3.608262108;2.738379874;2.718065903;4.201203853
261;9.493295019;6.041187739;9.493295019;9.492398935;6.652143493
262;1.29162098;1.036869518;1.712417874;1.530596621;0.937312981
263;2.23422066;2.330515096;3.190252607;2.047136639;2.591841086
264;1.498639214;1.094811265;0.436272399;0.700733229;0.932910774
265;4.691508582;6.350045167;5.135980473;5.124120619;6.127606715
266;8.906883298;13.80433263;7.944958438;8.150438342;15.49869651
267;3.726175469;1.29513336;1.566455938;1.789187776;0.795262817
268;0.923962517;0.798795181;1.530717478;1.26201923;5.065258707
269;2.339646465;2.095486111;1.950197685;0.785787479;1.174157295
270;2.248852516;1.135836148;0.493331686;1.052489618;0.553592831
271;1.895996655;3.122974809;3.423927674;1.858881789;1.700403658
272;4.782871679;3.858608128;3.576813932;6.226734493;3.753461036
273;2.360166091;1.480969092;1.910906511;1.507486373;2.22216034
274;1.293963255;1.650918635;1.183012897;0.546098188;1.643030091
275;2.160012674;1.598014364;1.465426009;1.288383709;1.376307372
276;1.998746142;1.087094907;0.744028818;0.879191301;1.145552596
277;1.914631838;2.387658527;1.781394995;2.326310426;2.168541833
278;4.782681323;1.164295722;0.607925582;0.581454015;1.216648322
279;1.593692524;0.663042302;0.634879009;0.744879857;0.541093233
280;1.273972603;1.824200913;1.373494489;1.480631422;1.796640589
281;2.313620072;4.435483871;4.225175472;2.403172815;5.252228621
282;1.732433159;3.343812979;1.478327429;2.176156965;3.237868812
283;8.325967541;9.264044944;8.36361852;8.231270979;5.113450129
284;2.738912613;0.796763795;1.078343157;0.812089864;1.60663954
285;1.985916537;1.917241124;2.037876348;1.924655783;2.613203913
286;1.412605788;3.955876331;1.439964065;1.074479268;3.716721241
287;1.861794171;1.741803279;1.550630274;0.830014649;1.742287487
288;2.609354414;3.193566096;1.29968073;1.974535497;2.664512451
289;0.947356161;0.665269043;0.811500194;0.997193188;0.940399504
290;2.265566648;2.222194491;2.183342251;2.241690513;1.613473169
291;1.360435339;2.566083369;0.735886941;0.902010567;1.701900822
292;2.687504556;0.92248062;2.259879811;0.985667566;1.23571857
293;2.259920635;2.11976912;2.140005596;1.314873227;1.26598402
294;1.194878744;0.85289417;0.959196085;0.83355333;1.27852086
295;8.223427332;9.161725717;8.167852163;8.225690498;5.568836827
296;11.81867284;14.0945216;7.385545509;6.897026555;11.55606841
297;7.961095101;8.480947807;8.022304206;7.918302294;3.070170797
298;1.412443896;1.16897934;1.476752011;1.469962886;1.359297991
299;5.163308913;8.332214082;5.863393802;4.513515459;4.380758132
300;2.543924811;0.782424373;0.855600981;0.78958551;1.688605073
301;9.237002303;7.96733209;8.058335532;7.311686818;8.275849379
302;0.935638436;1.851463351;0.971312795;0.658180124;0.809277383
303;1.119884482;1.389326873;1.380084579;1.008731647;1.494737142
304;0.916806817;2.104271779;1.11186981;0.509223237;1.060307254
305;1.573768725;1.884308654;0.907169759;2.149360984;2.298745025
306;3.817040933;0.882238362;2.246666399;1.353963105;1.066042661
307;2.793147614;0.694684598;0.64727158;0.815098797;0.714347318
308;2.078729359;0.913993843;1.096722726;1.71342496;0.913694727
309;2.89197321;1.197623184;1.641473747;2.290743832;1.246135364
310;1.622727273;1.150505051;1.291584496;1.144874882;1.086135846
311;4.21143744;3.934734161;2.370391251;2.65297465;3.334546826
312;1.64516129;3.384063965;1.639836896;0.845117677;3.25309288
313;1.218374218;1.966570467;1.114671871;1.386557032;1.423630526
314;2.2;1.6;3.224332265;2.19987955;1.573641914
315;2.833333333;2.763497653;1.550334909;1.52326046;2.078541558
316;2.147171884;1.112483983;0.561259186;0.624844298;0.877073999
317;4.536100936;2.932967033;4.451144839;4.194956126;9.37044797
318;1.447956334;2.228399763;1.447337545;1.879694656;1.58353078
319;8.972222222;8.972222222;8.972222222;9.635307054;16.66289084
320;7.177777778;9.633333333;7.177777778;7.17777778;11.41555142
321;2.631128897;2.041668804;1.595987158;1.735591586;1.201961353
322;1.45191654;0.652148923;0.41468757;0.45473041;0.618565388
323;0.892424616;0.842501556;0.593235278;0.993059745;0.839023023
324;5.426383981;23.54770318;1.838001078;4.822103719;7.334713491
325;2.543253968;1.595811287;2.401275571;1.824592851;1.96546183
326;1.760869565;1.723429952;0.378323617;0.840017539;1.104446131
327;2.419904837;1.286721297;1.920516584;1.861713896;1.869137761
328;6.944239895;9.786614302;4.994323386;5.389061939;10.10766638
329;2.946980175;6.246657446;2.085005303;2.180692133;1.562645036
330;7.164108187;16.31652047;4.292405845;2.175514119;1.936717567
331;6.919298246;13.48732943;6.6232408;6.919436971;7.274971857
332;2.835529716;3.004651163;1.669498366;0.980968774;3.665581933
333;2.155326198;3.662971458;2.832858988;4.609932687;2.518092259
334;3.340534979;3.414866255;3.402537657;3.2373239;3.878386223
335;6.197916667;11.6875;2.808232353;3.090336443;8.189405881
336;12.42690058;15.28317589;9.924893798;9.358411343;10.18398323
337;1.971243043;4.748505463;1.415034277;1.193412168;2.43627927
338;2.455555556;2.392592593;5.000900346;2.529364435;3.717367545
339;2.721491228;3.752923977;2.71153285;3.223950111;2.966365971
340;10.67881137;13.50775194;8.765475128;7.016498277;11.80373143
341;8.30995935;10.48102981;4.561185745;7.672482194;8.78274964
342;10.33267196;15.73511905;5.899976123;5.04822779;11.76212481
343;13.7532002;16.93471582;10.52951737;9.875479588;11.69199579
344;1.043859649;0.923141186;1.029641738;0.806145948;0.977569944
345;2.470448718;1.229594017;2.095044505;1.759158351;1.85135983
346;3.299306868;3.630487293;2.681529193;3.207425666;3.022154993
347;3.631436528;1.435424548;1.242757036;0.783485283;1.494180552
348;1.43251305;1.169463087;0.859046047;1.516791734;0.890561766
349;0.869542172;0.914032995;0.457715489;0.607117322;0.517406803
350;2.451867357;1.127707472;0.888136104;1.42550275;1.382175371
351;2.642755017;5.099891005;2.868488898;3.39664618;5.310033096
352;1.263037037;1.322900285;1.455869868;1.177538205;6.002063725
353;2.142527098;2.664700019;1.922986886;1.90886277;2.518374445
354;0.912093586;0.650528117;0.887870103;0.860837549;0.87710158
355;2.308000958;4.517926299;1.361102732;1.607215387;6.565798657
356;0.811452625;1.918367617;1.651142678;0.907340403;4.875352479
357;1.344806763;1.506491546;1.015495417;0.593881429;1.612843719
358;1.403449251;1.620935821;1.036131136;0.626329342;1.284731549
359;1.066872428;1.053755144;1.425545879;1.431118791;0.971630545
360;1.499558919;1.585673131;1.917243343;2.321044764;2.297683194
361;1.309401709;4.002849003;2.113446213;1.032871798;1.368864144
362;1.052897395;0.650717703;0.938518151;0.671694652;1.932721614
363;1.388219545;1.438002008;1.497130586;1.594830785;1.753559674
364;2.150553151;2.424482924;1.009720943;1.25334203;1.428936627
365;0.718689084;0.917519493;0.65755792;0.567923524;0.625503211
366;1.785650022;0.958974359;0.841759997;1.261206911;0.72175163
367;1.428790052;2.485162827;0.633220393;1.048829267;1.46624942
368;1.459951891;1.15108245;1.143762077;1.019671645;1.119069625
369;1.558945284;1.354132919;1.111225502;1.488658077;1.073462206
370;1.075561667;0.931024275;1.011315746;0.655784491;1.452902442
371;2.724618125;1.303446894;2.73720734;4.731494205;3.326134718
372;6.817708333;7.522352431;7.33161683;6.257543834;6.761275854
373;0.635172242;0.897595614;0.62458355;0.58832315;1.002684204
374;1.403903904;3.560810811;1.49540122;1.233711206;3.18325163
375;1.888888889;6.749322493;1.033278592;1.513417112;5.190023023
376; 1000; 1000; 1000; 1000; 1000
377;5.020860782;6.995608256;1.96108637;4.057066884;10.63604684
378;2.377657981;1.02251173;0.988021769;1.11180965;1.514709487
379;2.033620459;0.470519498;0.410152611;0.48984117;0.505499414
380;1.416666667;3.057178932;1.673700072;1.770580668;1.811916077
381;3.193990424;8.286693082;4.210930307;5.301322885;8.683672779
382;1.752954615;0.380914723;0.375225041;0.36646146;0.436354383
383;2.503188406;10.1868599;5.527925722;4.446368859;6.980725245
384;2.392827529;6.491293532;2.450114775;2.244343372;2.299552228
385;9.700231481;9.5625;4.341680117;10.97742625;10.68906986
386;1.002124556;1.457635718;1.143117695;0.903343532;0.873463339
387;8.537219485;11.88232074;4.133064369;5.130510282;13.00167924
388;3.897496088;3.219092332;3.897496088;2.917215536;1.354178879
389;2.806349206;4.722222222;1.226962821;1.19569417;1.413721086
390;1.374691358;3.410493827;1.165238003;1.040208871;1.135724471
391;3.210106383;4.591607565;3.210106383;3.210211325;3.872507145
392;7.679671458;11.34302989;5.587016335;2.948517845;1.706061136
393;2.476975945;1.670790378;1.391501612;2.092958968;2.16531439
394;4.274798262;2.760521415;2.961392171;3.530464205;3.18305557
395;1.228315923;0.756093701;0.90116485;0.594383704;1.106524838
396;4.255303277;1.695895725;2.329260142;1.665548808;2.464994852
397;3.784865541;3.386178862;1.804333411;2.295430002;2.831813352
398;3.695228263;4.431673931;1.2733815;1.418901186;0.76330324
399;3.003121099;3.894506866;4.81472433;6.665494089;2.821150788
400;10.0070922;13.24231678;4.033829126;4.683115728;10.0013987
401;12.42307692;21.06837607;2.509838736;5.430024195;7.241147558
402;4.650701187;4.243581446;6.357092125;9.270533197;9.367157639
403;2.067646416;3.483826848;0.339755632;1.146202761;0.948177155
404;5.323439878;4.497716895;3.911612714;3.925544989;4.672883459
405;3.178550265;1.216624339;0.458372627;0.316424444;0.445624323
406;4.630425753;10.85140187;4.571174288;5.876690263;7.279062821
407;6.188459177;12.52302026;3.933260698;2.590444408;3.774000207
408;0.522974174;0.111155428;0.14891264;0.220105871;0.123888443
409;1.09469697;1.631313131;1.225801257;1.73720563;2.048635046
410;1.032661783;0.817307692;0.806951155;0.657558783;0.567865841
411;1.936259143;1.237547893;1.474235795;1.067490469;1.339581612
412;2.170859539;3.14360587;2.212037749;2.179509742;2.321999862
413;8.428843227;8.84543379;6.263719576;7.875928121;6.47108569
414;8.33870599;17.20404664;8.33870599;12.4767229;8.877970116
415;1.411730546;1.628919861;1.834874557;1.498079557;3.580078581
416;7.150131604;8.914213198;5.983095729;4.841705902;5.179959994
417;4.243759178;3.923396965;3.448689024;4.404017774;2.810133164
418;1.808631302;1.558654007;0.70183491;0.871926251;1.175637229
419;1.022054538;1.446172408;0.883175433;0.795391501;0.889179019
420;1.156944444;1.605555556;1.05685445;1.329529367;1.653876041
421;1.241921384;1.260882016;0.882580043;1.467246982;0.841452642
422;0.698067633;1.075138954;0.695975942;0.636633011;0.588267778
423;0.935398042;0.750851426;0.649801478;0.585552887;0.608701671
424;1.162829496;0.950116783;0.796514192;0.733245872;1.300433333
425;6.595976816;7.435769216;4.82756901;5.472498417;8.675025148
426;3.707605161;4.249848111;10.97053935;10.39436416;4.196471678
427;2.007740947;9.375737427;11.93051111;11.48787703;6.033511687
428;3.810916179;7.886939571;0.650594012;1.60592805;1.645758945
429;2.380108557;3.210568327;2.930045846;2.70994048;2.521683583
430;1.336356765;0.743134291;0.492030496;0.683175528;1.137260419
431;2.011544012;0.686868687;1.145729961;0.863011332;2.540546326
432;5.154898741;2.843302838;4.668156321;6.666680194;4.574718474
433;1.489942529;2.202346743;1.526185747;1.490377037;1.527161943
434;1.535825545;1.235721703;0.974229889;1.02318643;0.689988705
