ID_Serie;sMape_0ive;sMape_S0ive;sMape_Arima;sMape_ETS;sMape_NNetar
302;0.045708325;0.094391129;0.04876186;0.03284394;0.039494455
303;0.239617532;0.328820351;0.321347656;0.221053736;0.34136737
304;0.047562253;0.124579902;0.05899848;0.026213573;0.057037834
305;0.150787383;0.198640938;0.099726944;0.23933721;0.253323976
306;0.191184266;0.040031856;0.107483532;0.06259906;0.049313475
307;0.178116665;0.04200574;0.039910617;0.049158827;0.043422916
308;0.22459571;0.089164573;0.111701855;0.160759645;0.09189359
309;0.187124771;0.068951212;0.099464242;0.122228662;0.07658088
310;0.076120593;0.053972143;0.061197407;0.053851215;0.050684559
311;0.203118519;0.191086657;0.109720293;0.123613686;0.157661147
312;0.06293118;0.135519374;0.058217998;0.031775045;0.128872604
313;0.066439874;0.100303698;0.059135639;0.071989178;0.07471651
314;0.016412943;0.011939219;0.023948545;0.016412053;0.01176681
315;0.038181171;0.0361706;0.020554578;0.020043579;0.027414717
316;0.113997053;0.058509116;0.028567229;0.031768314;0.043971004
317;0.237432525;0.148573668;0.232651576;0.218727798;0.574469855
318;0.09244406;0.13024332;0.088524884;0.109729335;0.096345015
319;0.019926126;0.019926126;0.019926126;0.021402363;0.037574057
320;0.011888323;0.015951921;0.011888323;0.011888323;0.018916901
321;0.147185669;0.112518012;0.086879505;0.095728562;0.062115228
322;0.13632788;0.065183437;0.039747605;0.043132453;0.058687985
323;0.099752917;0.092112167;0.064981763;0.106227556;0.092825677
324;0.079325016;0.298077322;0.028123722;0.076585725;0.104975748
325;0.126353097;0.081627785;0.118904706;0.092378305;0.099683949
326;0.106890661;0.105692164;0.022528035;0.050004922;0.06523728
327;0.157726795;0.082009849;0.124553119;0.120131886;0.119320217
328;0.162789425;0.242541783;0.111902214;0.121915863;0.251460019
329;0.040578224;0.088824992;0.028476185;0.029810513;0.021244761
330;0.03993309;0.093963587;0.023712146;0.011823931;0.010538569
331;0.112725055;0.205423768;0.107747493;0.112727166;0.118110716
332;0.05561607;0.059623974;0.032534623;0.018891123;0.0726516
333;0.051188615;0.090703506;0.066486817;0.105141293;0.058627284
334;0.032368294;0.033297023;0.032980886;0.03135584;0.037696375
335;0.019836946;0.037887403;0.008918504;0.009842073;0.026336968
336;0.109384828;0.136417853;0.086318946;0.081175251;0.08869206
337;0.116448115;0.251434593;0.0853228;0.071630683;0.164546717
338;0.010664217;0.01038978;0.021556237;0.010984926;0.016206543
339;0.037713233;0.051286964;0.037573491;0.044655087;0.041016544
340;0.07505956;0.096068811;0.061109341;0.048548057;0.08337614
341;0.060122864;0.07666555;0.032358979;0.055326424;0.063696563
342;0.095880554;0.150124791;0.053571544;0.045669843;0.110062997
343;0.107574939;0.134325077;0.081229622;0.07598358;0.090644527
344;0.161722278;0.13211192;0.158806745;0.127038627;0.151831883
345;0.244302601;0.131441462;0.211026581;0.179148661;0.191914423
346;0.31885954;0.36401051;0.249335461;0.307959869;0.287095753
347;0.30002494;0.14032798;0.114826574;0.074854415;0.134739709
348;0.107311418;0.088813346;0.062569261;0.114115209;0.065063685
349;0.042893688;0.04599035;0.022902637;0.030427014;0.025605597
350;0.25545299;0.129807481;0.101536753;0.165621432;0.145420695
351;0.139031576;0.295312776;0.152396689;0.18446088;0.306167842
352;0.086722829;0.089994036;0.101496869;0.081430008;0.554449759
353;0.178983008;0.232504405;0.158728063;0.15793072;0.214532179
354;0.166952414;0.121402169;0.163351471;0.159102565;0.160782268
355;0.140890268;0.311060327;0.080995375;0.096773772;0.311284809
356;0.050950125;0.1286055;0.098329761;0.055250558;0.375736765
357;0.116772377;0.135443813;0.087152741;0.051483841;0.142148383
358;0.127446536;0.154540885;0.092704602;0.056466906;0.116038752
359;0.089150468;0.088413069;0.122148564;0.122992464;0.082750959
360;0.247170022;0.259234823;0.296243592;0.340745325;0.332784774
361;0.095175816;0.245847988;0.146871062;0.074286515;0.098855878
362;0.068505171;0.041725388;0.060742075;0.043381915;0.131831321
363;0.202854008;0.208332554;0.215844385;0.227107519;0.244116829
364;0.179166125;0.208447946;0.078004416;0.093256982;0.104798075
365;0.117349013;0.157132535;0.108273902;0.093173802;0.103031844
366;0.317897988;0.150382299;0.136689157;0.217144171;0.112146004
367;0.116553778;0.218750165;0.04981967;0.083752848;0.1200532
368;0.511193305;0.406895442;0.380520788;0.326673972;0.366541421
369;0.282947186;0.219932699;0.192767244;0.26759286;0.198630255
370;0.259075855;0.225725945;0.246058141;0.165718616;0.378878998
371;0.615858623;0.363016408;0.615343895;0.794414725;0.628175105
372;0.096726049;0.107443845;0.104468373;0.088397081;0.095885383
373;0.202616698;0.312842378;0.200234918;0.174887472;0.350904455
374;0.0338474;0.091266911;0.035385983;0.029621173;0.073634864
375;0.066430545;0.275616547;0.035512573;0.052441205;0.15798594
376;0.066115702;0.079507193;0.049951781;0.062325925;0.080607531
377;0.184002462;0.269060471;0.067808871;0.146254249;0.445487609
378;0.093461719;0.042131104;0.041070286;0.04565813;0.061037814
379;0.256782223;0.064304145;0.056878196;0.067129457;0.072026552
380;0.027014815;0.060597635;0.03258254;0.034440923;0.034954584
381;0.118270959;0.347943754;0.160255469;0.206917278;0.367941997
382;0.396846077;0.095921962;0.103560434;0.100748728;0.114108843
383;0.060206182;0.280626557;0.140353937;0.111243323;0.181274608
384;0.034644181;0.090366003;0.035476559;0.032458404;0.033267999
385;0.094760129;0.093402105;0.0412589;0.108082009;0.105019316
386;0.061591102;0.093270487;0.071772258;0.05588095;0.053412175
387;0.076094215;0.108065179;0.0358719;0.044745583;0.12127637
388;0.039429482;0.033061032;0.039429482;0.029664767;0.013897867
389;0.023242207;0.03955991;0.01003123;0.009778846;0.011575858
390;0.033541119;0.087078597;0.028363972;0.025353206;0.027688842
391;0.065766529;0.096210181;0.065766529;0.065768749;0.080014676
392;0.249677319;0.397986309;0.17529971;0.088952141;0.051918052
393;0.061458754;0.042062685;0.035027601;0.052183822;0.054270902
394;0.294095651;0.180318686;0.193868986;0.237861191;0.208920582
395;0.257627043;0.145861165;0.169763289;0.122776381;0.221044929
396;0.323195224;0.14116817;0.188644746;0.14017385;0.202099949
397;0.043648398;0.039031694;0.020560047;0.026226378;0.032436064
398;0.118611209;0.146538086;0.038826333;0.043381536;0.023318609
399;0.032694904;0.042011715;0.05540949;0.071141015;0.030750217
400;0.145727734;0.198746796;0.056070382;0.065405555;0.145653296
401;0.049631905;0.086036168;0.009939222;0.02141554;0.02859926
402;0.050788936;0.045001799;0.070463985;0.1048924;0.10622504
403;0.018064982;0.030753938;0.002952229;0.009969954;0.008240022
404;0.265796504;0.220652717;0.188366384;0.189175426;0.229245652
405;0.128618407;0.05260768;0.01980547;0.0134257;0.018233261
406;0.125744422;0.330117409;0.124802856;0.163421994;0.206502974
407;0.078856329;0.168420636;0.049500121;0.031946998;0.047222717
408;0.442254305;0.091207094;0.130441505;0.195752212;0.102001288
409;0.028536126;0.042022381;0.032544936;0.04478225;0.052570901
410;0.022155855;0.017499734;0.017325199;0.014138368;0.012173201
411;0.036230886;0.023059496;0.027569803;0.019846605;0.024919353
412;0.185103103;0.305402738;0.20373344;0.198858505;0.199924098
413;0.326633454;0.347975683;0.228818037;0.300772312;0.239415106
414;0.264318734;0.474603072;0.264318734;0.368975518;0.27676949
415;0.21507375;0.258659853;0.295522925;0.233218064;0.449613655
416;0.061936958;0.078110456;0.051461067;0.041303736;0.044300264
417;0.292213365;0.270240131;0.228738283;0.306509385;0.181344777
418;0.183669705;0.160734561;0.066861022;0.085041889;0.115419647
419;0.08302417;0.123879431;0.072980237;0.064955683;0.072921198
420;0.165461688;0.206772346;0.154158767;0.192865553;0.225713698
421;0.108025198;0.113580872;0.07716248;0.135900322;0.075651241
422;0.038259241;0.059935434;0.037935294;0.034818058;0.032184886
423;0.387583338;0.311710582;0.280589297;0.257054432;0.270607648
424;0.164794676;0.138403153;0.118687443;0.110865988;0.179387011
425;0.054517646;0.061800056;0.039581472;0.044998798;0.07242091
426;0.108083126;0.126850384;0.273930124;0.262236165;0.15081419
427;0.029732034;0.150599358;0.159108398;0.153803616;0.0853938
428;0.032359417;0.068634071;0.005403515;0.013514076;0.013784142
429;0.029716782;0.040473617;0.036316948;0.033619003;0.031507979
430;0.128082692;0.076294815;0.047170847;0.064324142;0.107768329
431;0.198698712;0.069150585;0.110086671;0.083556567;0.215397075
432;0.030482686;0.016925436;0.027632098;0.03919168;0.027105284
433;0.082715821;0.115643264;0.083847101;0.08237055;0.084430987
