ID_Serie;sMape_0ive;sMape_S0ive;sMape_Arima;sMape_ETS;sMape_NNetar
6282;0.041769866;0.072449735;0.005039649;0.00182009;0.020716667
6283;0.214940608;0.210112972;0.210665197;0.211450218;0.291237923
6284;0.666563328;0.676388262;0.631205241;0.631850461;0.758484767
6285;0.144850348;0.311903754;0.193072464;0.155197642;0.19893013
6286;0.304980123;0.286601761;0.215539664;0.185237668;0.207830176
6287;0.04859935;0.087526405;0.053519997;0.032629581;0.087160167
6288;0.27175215;0.622397577;0.198126595;0.149842415;0.345242953
6289;0.022922591;0.024489856;0.028851101;0.031371829;0.029445908
6290;0.157779654;0.177810595;0.152810532;0.174172203;0.189271901
6291;0.027881006;0.0247417;0.019052943;0.019323814;0.033939718
6292;0.031336552;0.07575474;0.031178333;0.035760735;0.039772406
6293;0.05102515;0.049201627;0.102182217;0.057275776;0.122994005
6294;0.067280987;0.083332195;0.060388882;0.061993171;0.090327473
6295;0.047727347;0.038781376;0.044832131;0.043409904;0.13211084
6296;0.128401028;0.158819586;0.115756683;0.235715807;0.113126894
6297;0.14847648;0.126081253;0.090993415;0.085072202;0.088576172
6298;0.066355781;0.067839893;0.09116097;0.094578;0.066608992
6299;0.051209652;0.083121125;0.055020308;0.084506303;0.110219646
6300;0.486046113;0.372012894;0.315125152;0.360990492;0.349168328
6301;0.715865282;0.587932821;0.50739115;0.338353511;0.411817217
6302;0.309305881;0.398957296;0.345729749;0.346753126;0.424505544
6303;0.335540374;0.535271833;0.325861864;0.325335871;0.328987056
6304;0.37538391;0.373106434;0.263384366;0.25946615;0.360062176
6305;0.339552065;0.479750247;0.473808824;0.459736325;0.450829098
6306;0.296795679;0.348465151;0.317076008;0.296755766;0.284259691
6307;0.633724851;0.576695682;0.57901827;0.571618781;0.647877939
6308;0.374439775;0.361064902;0.360045116;0.324117803;0.28465568
6309;0.943357444;0.765078016;0.603042247;0.612991308;0.699667858
6310;0.394030196;0.578970989;0.438456628;0.405230083;0.4831785
6311;0.029622059;0.028355192;0.033766673;0.022588593;0.029499896
6312;0.36800051;0.414988126;0.360372141;0.391099885;0.343175378
6313;0.065092772;0.029907816;0.04263929;0.035296134;0.046977692
6314;0.119774057;0.247264259;0.142276648;0.140232532;0.145547683
6315;0.031294513;0.041952461;0.027007125;0.025944154;0.026765911
6316;0.34414815;0.43054893;0.388814955;0.378666701;0.42195884
6317;0.077737718;0.084891895;0.056924928;0.071689455;0.094969049
6318;0.419307406;0.361715658;0.378419329;0.354585436;0.360588905
6319;0.238973201;0.206461166;0.109256512;0.102330595;0.123990976
6320;0.135871774;0.129813184;0.40070778;0.137654753;0.150991243
6321;0.074587894;0.091031565;0.045815943;0.057373698;0.058896628
6322;0.107378706;0.054119721;0.1441885;0.055588317;0.073644905
6323;0.375481531;0.469192963;0.32267694;0.395282913;0.392647913
6324;0.203000094;0.083665147;0.109011568;0.136426911;0.094905392
6325;0.036345326;0.045672026;0.117981301;0.118576347;0.062975106
6326;0.041997247;0.026760778;0.077560282;0.06994113;0.016922156
6327;0.086668709;0.030431208;0.015268466;0.013249919;0.04914331
6328;0.068137308;0.106517953;0.078344961;0.074992434;0.124234102
6329;0.056673153;0.028708483;0.094121846;0.052042924;0.034673991
6330;0.261478718;0.225785519;0.231928799;0.230119025;0.344014829
6331;0.210763007;0.258067797;0.212640254;0.212654481;0.216902612
6332;0.198601658;0.249644102;0.205061326;0.201385638;0.202360307
6333;0.028852527;0.073271537;0.08787783;0.08696244;0.047618032
6334;0.681273262;0.581745014;0.55630751;0.503902753;0.418927909
6335;0.703304312;0.997614227;0.944744451;0.738096599;0.9805083
6336;1.797304312;0.881978093;0.489675608;0.551208915;0.555806599
6337;0.283033899;0.335634309;0.274696179;0.274831221;0.27286369
6338;0.320520887;0.564386096;0.606896824;0.344853446;0.692920359
6339;0.088084015;0.166144876;0.16866227;0.118607068;0.16514015
6340;0.665530903;0.878599369;0.649456491;0.751901318;0.599365904
6341;0.052681003;0.049954948;0.044080231;0.028879164;0.038267665
6342;0.715565528;0.634593298;0.635553589;0.96298811;0.877125454
6343;0.386085921;0.46574909;0.365135667;0.360890384;0.35735591
6344;0.113683592;0.019440526;0.046141063;0.033748783;0.030888558
6345;0.11011987;0.075678965;0.059427006;0.084714717;0.094933256
6346;0.587280639;0.687186251;0.509327993;0.621282109;0.565242703
6347;0.03524029;0.027112335;0.090048214;0.102224964;0.036794043
6348;0.036755839;0.093965828;0.041416043;0.040671035;0.047008893
6349;0.084320028;0.079673122;0.056821224;0.050035579;0.065918529
6350;0.231468129;0.20234684;0.163547333;0.10496707;0.127958318
6351;0.042994183;0.058218585;0.051302092;0.052182879;0.052033557
6352;0.066227641;0.080180496;0.042968859;0.041817865;0.056930845
6353;0.134533513;0.165472461;0.100440633;0.103662693;0.145451402
6354;0.09911294;0.159296976;0.068668046;0.095449815;0.067263558
6355;0.214806374;0.138911466;0.250951137;0.212035664;0.102006897
6356;0.04954561;0.046039439;0.036023216;0.039852091;0.03755517
6357;0.039371736;0.025129978;0.017906286;0.019105729;0.023344768
6358;0.351909187;0.463655738;0.479178302;0.419518902;0.340359029
6359;0.068576158;0.067617577;0.049734808;0.0625544;0.051299175
6360;0.034259642;0.072764318;0.082030353;0.034780842;0.03514058
6361;0.117041117;0.258802313;0.097014763;0.13967789;0.227407905
6362;0.101232748;0.195993764;0.140318896;0.140546378;0.126652309
6363;0.050617183;0.115268071;0.064351439;0.050845526;0.129753863
6364;0.09778785;0.021272906;0.163658346;0.096766249;0.060324503
6365;0.312120778;0.205752483;0.165534925;0.174249331;0.212689778
6366;0.083404689;0.167687494;0.127004519;0.122856403;0.096017855
6367;0.051065534;0.038975162;0.022513371;0.025593084;0.028492374
6368;0.217537977;0.268174618;0.201829003;0.199111479;0.187703304
6369;0.058688051;0.104793637;0.059106968;0.06907135;0.173067131
6370;0.037721879;0.038447845;0.036389061;0.04771232;0.033810078
6371;0.35852545;0.432126238;0.339421395;0.416157276;0.298393399
6372;0.186606802;0.091671807;0.11432533;0.15018266;0.057184106
6373;0.317134746;0.263839322;0.241886143;0.266533614;0.252636778
6374;0.466864933;0.721545445;0.921451227;0.514632035;0.832612153
6375;0.142586026;0.170295836;0.131215971;0.12877197;0.132317859
6376;0.547042516;0.51820214;0.550054645;0.435484211;0.524701401
6377;0.061092039;0.084041438;0.073218145;0.092741065;0.064185701
6378;0.217078095;0.244443151;0.216303346;0.217238631;0.216419468
6379;0.086361488;0.101481547;0.080075255;0.080074811;0.133654644
6380;0.484652981;0.410475663;0.484652981;0.489793917;0.626290347
6381;0.641066732;0.591692832;1.604271329;0.560728753;0.525417606
6382;0.543208849;0.584326389;0.548759644;0.534065651;0.57620759
6383;0.53245195;0.340206155;0.489288483;0.345776293;0.41187506
6384;0.357944577;0.520026812;0.328053168;0.307235303;0.350031313
6385;1.377868176;0.746941087;0.847624589;0.840109345;0.666157556
6386;0.614729904;0.779451433;0.581899381;0.651400481;0.602321159
6387;0.376537;0.410742622;0.364447553;0.340469746;0.299825686
6388;1.332727708;0.8006098;0.845411805;0.823639253;0.809312691
6389;0.071603309;0.04983414;0.032161678;0.029034608;0.057366344
6390;0.18466483;0.085959366;0.089798752;0.064790906;0.094538149
6391;0.330551021;0.254503456;0.202255673;0.224358548;0.328591994
6392;0.031612441;0.028945607;0.022383065;0.021636512;0.029494963
6393;0.126694297;0.035301823;0.026161197;0.021086793;0.042306016
6394;0.225705353;0.05393532;0.045367474;0.046263422;0.0558573
6395;0.620073536;0.222717503;0.347310039;0.185682219;0.287850318
6396;0.262455734;0.060707761;0.034548139;0.037482143;0.032983762
6397;0.004662364;0.011966301;0.0053656;0.004793856;0.006016752
6398;0.004657048;0.011761513;0.016613944;0.004745543;0.010104757
6399;0.028824203;0.037874305;0.012598491;0.009958998;0.004004629
6400;0.03810636;0.033848732;0.010637277;0.018142726;0.039132135
6401;0.099150631;0.045790657;0.04545303;0.063201513;0.05161335
6402;0.011110691;0.016738889;0.006841821;0.005612507;0.014673257
6403;0.008043673;0.008138641;0.031256946;0.03116419;0.015075452
6404;0.008381791;0.017038951;0.007804734;0.007594418;0.013336726
6405;0.031823941;0.034382877;0.008660234;0.008369492;0.015305724
6406;0.037825059;0.009456265;0.037825059;0.037825059;0.009794224
6407;0.012057113;0.020445852;0.002496073;0.004076418;0.008667397
6408;0.01231817;0.020051445;0.003200662;0.003337015;0.01387121
6409;0.016580383;0.019927386;0.003229072;0.004396394;0.015610452
6410;0.014171668;0.020978929;0.003708547;0.002762123;0.011128046
6411;0.131070965;0.187412087;0.128776973;0.126108609;0.129536965
6412;0.110872584;0.109411317;0.091456716;0.08560912;0.108406392
6413;0.097909657;0.11416949;0.065643245;0.073315746;0.105991732
6414;0.022171039;0.037534937;0.024188235;0.022037623;0.048152872
6415;0.015218672;0.011988056;0.039260484;0.014990304;0.015410461
6416;0.014524688;0.134312938;0.028250694;0.01382511;0.022798333
6417;0.476927122;0.190272537;0.182942831;0.190231816;0.147600295
6418;0.136927662;0.197482584;0.126196154;0.139984141;0.103353784
6419;0.035307497;0.043800448;0.018500941;0.024951984;0.015168377
6420;0.030348692;0.033662301;0.008177877;0.007923531;0.011552199
6421;0.017540926;0.035240668;0.003172818;0.001935383;0.002203625
6422;0.037686801;0.021329347;0.063797922;0.090607701;0.153471545
6423;0.298247986;0.365713899;0.064922977;0.101181843;0.296670681
6424;0.436589176;0.620154375;0.253531643;1.057538294;0.238637092
6425;0.036450383;0.040462899;0.025494224;0.037423007;0.059230645
6426;0.064856132;0.061011677;0.08180616;0.088775716;0.054030166
6427;0.034920229;0.053024881;0.052281553;0.045847636;0.087871702
6428;0.013755664;0.016243308;0.015559644;0.013103974;0.080864029
6429;0.014082251;0.028680395;0.0129215;0.020296011;0.145603953
6430;0.037413543;0.021402339;0.099026065;0.113463112;0.09906426
6431;0.054201893;0.059576025;0.054201893;0.054202524;0.03653011
6432;0.072248498;0.131033281;0.088523684;0.072249027;0.132396465
6433;0.045547469;0.049498443;0.045547469;0.045822715;0.041998601
6434;0.111944519;0.142456163;0.221642921;0.111942499;0.111130675
6435;0.054305562;0.03281826;0.087184326;0.079397346;0.083452424
6436;0.288846764;0.461766195;0.228501808;0.136296875;0.285325223
6437;0.44329737;0.644827425;0.253746092;1.170901573;0.217285455
6438;0.373782175;0.497885495;0.301422924;0.847367064;0.419676291
6439;0.279883209;0.431204924;0.254897264;0.078310651;0.121388039
6440;0.219163301;0.385359961;0.200941906;0.073660948;0.124909954
6441;0.3710951;0.523387634;0.288766256;0.162501196;0.143330079
6442;0.30320121;0.363350434;0.037362923;0.12145676;0.289167306
6443;0.032211287;0.050785086;0.07537484;0.087912373;0.048374372
6444;0.123271856;0.195707456;0.063338481;0.053107401;0.083855066
6445;0.164016637;0.279132506;0.116451719;0.0428618;0.168505463
6446;0.266317658;0.362985169;0.128899764;0.353406879;0.113234172
6447;0.176239949;0.201908419;0.041798263;0.02472201;0.138114667
6448;0.010377966;0.061551193;0.011473989;0.029539662;0.007924849
6449;0.227757598;0.379212455;0.214303303;0.083592753;0.188993886
6450;0.362016186;0.529542872;0.196821338;0.078171477;0.242795735
6451;0.051156901;0.03587841;0.030285621;0.065505668;0.045825192
6452;0.280382884;0.256336249;0.173340262;0.048205876;0.216647071
6453;0.083105816;0.089804965;0.164074298;0.117000243;0.178360825
6454;0.171323534;0.297500053;0.136013204;0.043507377;0.094271061
6455;0.26743553;0.372192397;0.134347578;0.307106757;0.108168612
6456;0.185756943;0.22266296;0.035425175;0.075542517;0.128152996
6457;0.009551528;0.057830697;0.020469717;0.033696884;0.006589805
6458;0.203934585;0.395788357;0.176930506;0.067993669;0.193552039
6459;0.386221612;0.509126736;0.174378832;0.990636862;0.414807315
6460;0.248105297;0.24232284;0.23900773;0.237042269;0.243741059
6461;0.017829972;0.077746481;0.04011392;0.029276288;0.012011046
6462;0.152224727;0.248773567;0.113707583;0.058039723;0.227237887
6463;0.034812568;0.068737969;0.049521211;0.037965218;0.037249008
6464;0.025656044;0.012471495;0.013780521;0.02415768;0.007253701
6465;0.015822283;0.062113204;0.062925686;0.06122299;0.043466744
6466;0.042021535;0.095175063;0.042021535;0.042021535;0.084934481
6467;0.017954436;0.046741444;0.053071419;0.051971946;0.0275148
6468;0.05597907;0.072257367;0.065259971;0.066077176;0.066215299
6469;0.041063863;0.04776698;0.042734518;0.041065925;0.033910265
6470;0.019780754;0.02918477;0.019462485;0.019781005;0.031153291
6471;0.040706457;0.050161672;0.029625222;0.040702622;0.04560211
6472;0.031282427;0.02392356;0.044674229;0.048077228;0.013472794
6473;0.010225146;0.020727139;0.009233371;0.0090043;0.009147854
6474;0.024258123;0.020749894;0.054254192;0.047300766;0.010099919
6475;0.042560755;0.06969505;0.017584786;0.019711623;0.048138562
6476;0.147123238;0.219172076;0.09345928;0.121527488;0.243963376
6477;0.218456124;0.235826036;0.137624563;0.218462341;0.30660992
6478;0.009243925;0.009443888;0.008222141;0.00870306;0.00744543
6479;0.033390523;0.046393234;0.027839634;0.03062434;0.035036404
6480;0.018308019;0.025116683;0.035040075;0.030086194;0.021263026
6481;0.021496544;0.011430592;0.012508934;0.021495811;0.006045958
6482;0.015485336;0.048598638;0.01611858;0.015485428;0.018644742
6483;0.033117368;0.027765601;0.017904069;0.033117142;0.04732235
6484;0.065334684;0.102102423;0.031951892;0.065283573;0.080647261
6485;0.015443158;0.028567525;0.026103;0.025888306;0.020420384
6486;0.022391739;0.030005574;0.026847594;0.02239073;0.024130595
6487;0.077848957;0.066687047;0.052265842;0.077850795;0.053066843
6488;0.037921215;0.101934723;0.068706943;0.022928929;0.033912474
6489;0.058662521;0.120141584;0.0245846;0.041203306;0.015178683
6490;0.045807987;0.021232455;0.056016428;0.076560582;0.084435561
6491;0.072375448;0.061338049;0.127624063;0.087391506;0.085120789
6492;0.02044203;0.02268282;0.012775054;0.014123204;0.020224133
6493;0.078110814;0.0911913;0.078110814;0.077646572;0.07039153
6494;0.006859705;0.016241209;0.009223912;0.009902569;0.016186977
6495;0.009653291;0.010144877;0.009653291;0.009671963;0.020303083
6496;0.086801574;0.159413673;0.076107544;0.089422747;0.053216813
6497;0.082371801;0.132891724;0.052961238;0.083707396;0.09903964
6498;0.031350946;0.075294208;0.022838969;0.033839307;0.023793477
6499;0.065999157;0.076472223;0.065999157;0.065952534;0.032194851
6500;0.089764554;0.138620574;0.089764554;0.089766556;0.076725067
6501;0.047814454;0.087466606;0.034356092;0.047815318;0.068410448
6502;0.030723288;0.081326689;0.031977074;0.030723774;0.040116814
6503;0.057772204;0.077912468;0.045257674;0.048495413;0.073358571
6504;0.063327706;0.061610001;0.063327706;0.063366849;0.063104399
6505;0.068837327;0.103749986;0.060866776;0.045729518;0.066878759
6506;0.013643173;0.036879231;0.013643173;0.013643483;0.005244668
6507;0.06157475;0.086728904;0.06157475;0.061576884;0.073891674
6508;0.090194205;0.12869302;0.076110847;0.090194712;0.128222765
6509;0.054632324;0.125817432;0.117827359;0.059238209;0.107641646
6510;0.083285072;0.109770375;0.065632986;0.070610818;0.097583871
6511;0.060127859;0.097314969;0.060127859;0.060129094;0.030812681
6512;0.07752786;0.135455607;0.07752786;0.025735248;0.083863932
6513;0.033289262;0.075334725;0.033289262;0.033289602;0.012743359
6514;0.052825842;0.104520995;0.074774176;0.053700652;0.049872383
6515;0.069237447;0.117975989;0.031487487;0.069238142;0.079560792
6516;0.038511845;0.051411741;0.036568255;0.038513291;0.022626021
6517;0.046744933;0.038121609;0.046744933;0.046743076;0.012574598
6518;0.044830638;0.07393178;0.043088742;0.044831963;0.063436453
6519;0.05495255;0.098391114;0.05495255;0.040740377;0.050189762
6520;0.01530969;0.037108272;0.010475458;0.015367284;0.013681481
6521;0.08147637;0.129978729;0.078929586;0.064335459;0.093814768
6522;0.0294205;0.031578521;0.029987875;0.032101535;0.027572625
6523;0.069292159;0.090414141;0.069292159;0.069292481;0.047390647
6524;0.073163792;0.095637816;0.073163792;0.073164333;0.056717293
6525;0.06857469;0.08643658;0.069201777;0.068574515;0.072223195
6526;0.020869194;0.021345523;0.021106933;0.020869301;0.020521789
6527;0.052354934;0.034311436;0.051594391;0.052355049;0.023153096
6528;0.114029932;0.080480769;0.116005671;0.127245055;0.112321011
6529;0.077759021;0.062742638;0.07388352;0.090220759;0.05237805
6530;0.047292493;0.056716427;0.042590212;0.043346239;0.035142029
6531;0.031039881;0.034402995;0.030694722;0.031040129;0.011928059
6532;0.035922119;0.038879731;0.057453883;0.036047978;0.038568026
6533;0.050541852;0.102687548;0.050541852;0.050548532;0.034432276
6534;0.038932372;0.06961933;0.038932372;0.038932942;0.026633695
6535;0.081691736;0.115250983;0.082400743;0.081698591;0.137845583
6536;0.096674625;0.101283691;0.072861578;0.094362187;0.11695288
6537;0.043267583;0.074812682;0.037355119;0.043269755;0.03278165
6538;0.079427888;0.141177726;0.074996647;0.056183229;0.037800507
6539;0.056987411;0.091331681;0.101661043;0.059562375;0.049549865
6540;0.07263458;0.080232907;0.071891391;0.072635554;0.082983761
6541;0.070503101;0.088955025;0.061781816;0.059858221;0.052245902
6542;0.04259077;0.040852547;0.026270449;0.04259077;0.01320439
6543;0.03531222;0.038019953;0.031483737;0.035312332;0.034526306
6544;0.019858166;0.052080685;0.034415614;0.019858667;0.024606317
6545;0.069627753;0.116591646;0.07108183;0.069630017;0.052835907
6546;0.226521284;0.218501633;0.220582657;0.263073765;0.259844362
6547;0.159002547;0.168340378;0.217423257;0.168597912;0.217085744
6548;0.083066298;0.198209915;0.086150927;0.083069151;0.110065899
6549;0.096202426;0.135064863;0.080362322;0.096207605;0.076347241
6550;0.06203347;0.084426611;0.048040842;0.063923211;0.034319835
6551;0.021291058;0.037174037;0.006693023;0.003609334;0.044104385
6552;0.055990843;0.042312404;0.046574397;0.055656583;0.040260281
6553;0.050433944;0.089451005;0.01263381;0.038180319;0.034848763
6554;0.005893757;0.008358395;0.005836448;0.009101089;0.01821041
6555;0.011656624;0.011655979;0.019203799;0.011888129;0.011868167
6556;0.046410257;0.078264112;0.037507504;0.039380255;0.060149646
6557;0.032243733;0.050981488;0.00974118;0.013491135;0.033891715
6558;0.123411838;0.207766098;0.017465475;0.035170702;0.090802089
6559;0.02071892;0.015595152;0.011273642;0.011723363;0.023607627
6560;0.019781337;0.023673143;0.011442022;0.010942387;0.019572718
6561;0.030955444;0.049113015;0.004371448;0.007205539;0.014254244
6562;0.005893757;0.008358395;0.005462187;0.00522799;0.006512364
6563;0.0126799;0.007840307;0.00664981;0.006646679;0.009710254
6564;0.114070106;0.128934241;0.085041837;0.097261073;0.104532562
6565;0.27537311;0.192934383;0.242017545;0.248919499;0.189190927
6566;0.31950503;0.173848307;0.169131436;0.151252139;0.165519142
6567;0.256786065;0.350578013;0.318753686;0.33499381;0.298434597
6568;0.256959541;0.203948223;0.12522958;0.127680802;0.152947548
6569;0.062994184;0.117296136;0.060581961;0.06567104;0.088377267
6570;0.178071275;0.103052177;0.149386264;0.148790599;0.09326759
6571;0.102746517;0.130062492;0.106385188;0.105789764;0.110896777
6572;0.147691015;0.140658711;0.122881239;0.134533314;0.094179106
6573;0.048498801;0.069460072;0.039985058;0.041116803;0.052343469
6574;0.036751085;0.066259755;0.054297357;0.067913746;0.057743937
6575;0.043940634;0.056066696;0.057005355;0.062598754;0.044394196
6576;0.234889746;0.316069173;0.257714903;0.234298323;0.250924454
6577;0.226848459;0.233113061;0.162371715;0.204294276;0.135807632
6578;0.070189528;0.142646197;0.071020948;0.069177439;0.119425004
6579;0.160566712;0.275275512;0.182492323;0.18948906;0.172495786
6580;0.223170613;0.223540513;0.150414818;0.156789733;0.182921102
6581;0.396312226;0.373691604;0.557270922;0.432222016;0.650726711
6582;0.193068119;0.207784848;0.188238527;0.188508328;0.279107618
6583;0.172762921;0.213397941;0.158938621;0.173798076;0.301634187
6584;0.432801381;0.342378714;0.364562067;0.362642558;0.240257832
6585;0.060093092;0.10560628;0.076076929;0.062675595;0.06379277
6586;0.115139868;0.235833734;0.112689353;0.138976843;0.100261179
6587;0.461351325;0.219566211;0.212725521;0.231409156;0.250849469
6588;0.106387025;0.148922497;0.092587407;0.144935542;0.096486078
6589;0.290917809;0.181823073;0.231617325;0.223281085;0.180286113
6590;0.212165586;0.214236217;0.28866919;0.163045852;0.2519619
6591;0.098775847;0.101824214;0.084977646;0.100351028;0.098547262
6592;0.49985253;0.277350735;0.252773479;0.242211968;0.167489039
6593;0.461630495;0.348383781;0.353186456;0.372652964;0.449017352
6594;0.081266044;0.135637053;0.090651013;0.142538918;0.115979443
6595;0.075915194;0.093719211;0.080792143;0.076726874;0.060530768
6596;0.153984758;0.115536399;0.141551291;0.484789217;0.14617962
6597;0.229152801;0.201041863;0.263231042;0.17338612;0.314051415
6598;0.060073668;0.084078094;0.060273723;0.060000317;0.066939458
6599;0.047664273;0.129754069;0.043033561;0.043339285;0.107007845
6600;0.19592878;0.185181753;0.149696547;0.122275931;0.244417432
6601;0.118688687;0.16078735;0.108293777;0.146245096;0.208628105
6602;0.290081381;0.353877372;0.248684658;0.250509045;0.21977105
6603;0.098689651;0.132222877;0.0848567;0.084906306;0.097099675
6604;0.275632095;0.302185145;0.304150776;0.296453452;0.253527551
6605;0.067972707;0.15150076;0.067885309;0.071808691;0.057978927
6606;0.158762679;0.236474359;0.265630456;0.193638131;0.255060224
6607;0.073999845;0.098107444;0.080642027;0.073974481;0.133921442
6608;0.08622215;0.129673299;0.093213908;0.087505472;0.057380319
6609;0.184849676;0.195353908;0.186087101;0.185859188;0.142365408
6610;0.293700317;0.198074464;0.269392617;0.178869407;0.426700119
6611;0.134058437;0.181380219;0.183018342;0.165986791;0.199822986
6612;0.17118965;0.197677133;0.211129276;0.19876122;0.231630447
6613;0.118810537;0.108751559;0.098043765;0.094425486;0.109749317
6614;0.101448271;0.121682486;0.075271926;0.087166457;0.10864162
6615;0.311775454;0.233212548;0.295675392;0.297842799;0.217024889
6616;0.074740851;0.0997589;0.081183116;0.076848159;0.127959586
6617;0.117821809;0.159590444;0.141180531;0.143863756;0.214772812
6618;0.232406443;0.150741186;0.136182529;0.190491209;0.182103008
6619;0.079643222;0.113384469;0.07060184;0.070585905;0.083940837
6620;0.246191266;0.351989459;0.243223683;0.265069286;0.200966768
6621;0.215587811;0.240240975;0.208052322;0.204271971;0.183706431
6622;0.226627818;0.075819799;0.047906788;0.062058427;0.065074322
6623;0.085683342;0.076922107;0.054332078;0.051880185;0.064756432
6624;0.132184726;0.128398129;0.098284748;0.084482347;0.179117791
6625;0.064477287;0.092484985;0.025594863;0.040685249;0.039549947
6626;0.010092501;0.008620875;0.007027772;0.007977246;0.009033626
6627;0.024000666;0.023673732;0.020705472;0.063338657;0.037927045
6628;0.168380637;0.232326895;0.135159718;0.141458074;0.19636581
6629;0.32000932;0.336938445;0.384492775;0.350940132;0.32534331
6630;0.091336759;0.135336735;0.074077248;0.074201272;0.059651945
6631;0.039070095;0.055286563;0.039070095;0.039424583;0.040249422
6632;0.094060941;0.097264387;0.086761665;0.086684125;0.033830877
6633;0.081900614;0.166064447;0.06057961;0.081902944;0.072435717
6634;0.250293336;0.056787101;0.125784602;0.117802137;0.087291298
6635;0.03754141;0.027600694;0.019362875;0.02804102;0.019035532
6636;0.035086374;0.041305358;0.007769518;0.03560454;0.00372214
6637;0.028259472;0.036862248;0.006900105;0.021008892;0.036098118
6638;0.06923378;0.017125452;0.018241331;0.024525793;0.015673573
6639;0.003875843;0.004175105;0.014592128;0.009025733;0.006862644
6640;0.170873802;0.182962017;0.102837993;0.127162457;0.274824796
6641;0.035011613;0.041502818;0.007240247;0.034007426;0.003572451
6642;0.04652983;0.024275317;0.018065093;0.025486788;0.017040033
6643;0.042318939;0.031033603;0.032737861;0.037432791;0.023545596
6644;0.037083571;0.028814443;0.019365243;0.026602584;0.020901546
6645;0.035780208;0.022152858;0.014508968;0.034946367;0.035542857
6646;0.046549243;0.049502325;0.054975884;0.096549979;0.044235659
6647;0.26508151;0.16238604;0.171270605;0.201963168;0.231022776
6648;0.065338309;0.033085042;0.023741803;0.040293559;0.047915803
6649;0.082795172;0.073121808;0.054780751;0.065695407;0.068571806
6650;0.137487288;0.069389821;0.061185591;0.054263702;0.423135317
6651;0.142485392;0.194069662;0.167900561;0.196228374;0.208021903
6652;0.083892913;0.095946949;0.096258542;0.095433012;0.08382153
6653;0.093767254;0.098366394;0.09185962;0.099461236;0.073415551
6654;0.194823153;0.096932082;0.072446416;0.094220761;0.075953321
6655;0.030586555;0.033056219;0.210519392;0.141583351;0.029214123
6656;0.211483055;0.381205929;0.66011714;0.417511087;0.159269962
6657;0.075581224;0.074558735;0.156871594;0.200436114;0.06042755
6658;0.172761643;0.185217908;0.185686979;0.202155893;0.07399163
6659;0.21741881;0.36317698;0.672591967;0.460411541;0.210146931
6660;0.059248726;0.123322711;0.050655566;0.017701717;0.062224469
6661;0.202942933;0.141624359;0.559819483;0.297707546;0.04327106
6662;0.230485729;0.259615699;0.714131638;0.395354021;0.313642346
6663;0.265153738;0.32605171;0.064192066;0.063247244;0.338930844
6664;0.42597673;0.615042241;0.118263348;0.114152935;0.323385683
6665;0.07986909;0.103884402;0.019414465;0.019884995;0.111093678
6666;0.068664817;0.155656677;0.037856071;0.065530293;0.048962712
6667;0.067975163;0.103457265;0.063186667;0.010137411;0.080710917
6668;0.03013513;0.056755944;0.055775839;0.05814358;0.053610932
6669;0.346528472;0.459472146;0.131025003;0.045591011;0.303516698
6670;0.031340414;0.030009354;0.084814773;0.126687994;0.177259889
6671;0.269172698;0.359864029;0.080448028;0.275932379;0.182233198
6672;0.248843264;0.35658798;0.041911451;0.250613094;0.167157068
6673;0.25017675;0.104035101;0.039213614;0.056151523;0.086747999
6674;0.171943002;0.077739233;0.042107329;0.047107366;0.047381721
6675;0.058423601;0.07636789;0.041249495;0.042596085;0.054825139
6676;0.063978996;0.088997886;0.042115698;0.030075408;0.049567172
6677;0.105527898;0.151456538;0.08568301;0.078175074;0.173250252
6678;0.200691582;0.047239629;0.042260421;0.036189713;0.036309383
6679;0.381634216;0.504912492;0.088482527;0.071065819;0.433986699
6680;0.042381401;0.086354614;0.03951775;0.060080653;0.374251883
6681;0.172125383;0.170725021;0.098890791;0.069287046;0.166081997
6682;0.211557662;0.385482555;0.699033982;0.688677293;0.144458035
6683;0.063345963;0.113566915;0.052302109;0.05098581;0.297814301
6684;0.03137482;0.073507746;0.033098215;0.030397862;0.050349365
6685;0.015145017;0.010147926;0.051056406;0.015578078;0.145332349
6686;0.031122349;0.044000102;0.076446928;0.030435653;0.032238121
6687;0.064287252;0.055096063;0.074856417;0.064287981;0.165886618
6688;0.046687182;0.052037762;0.046349583;0.041333655;0.049788116
6689;0.03672706;0.049165258;0.047554164;0.073784748;0.141529579
6690;0.183119231;0.167924996;0.204143735;0.194877264;0.200100498
6691;0.033211786;0.052342875;0.058457987;0.089098099;0.251912278
6692;0.033063867;0.033716555;0.079003666;0.091463926;0.034916264
6693;0.039030346;0.095303431;0.048022039;0.028692642;0.061954528
6694;0.071578867;0.090907248;0.147870883;0.057924885;0.09680193
6695;0.459654252;0.666702767;0.107345765;0.113344443;0.435522923
6696;0.086107786;0.08914655;0.138830921;0.142470525;0.09475785
6697;0.12898096;0.254101038;0.097597227;0.105959913;0.057618123
6698;0.206987296;0.140023775;0.157810173;0.181969823;0.210372227
6699;0.019156198;0.034196025;0.01968865;0.011933082;0.190498982
6700;0.03855131;0.020245587;0.129526766;0.059339375;0.037099008
6701;0.309276915;0.381528763;0.188014972;0.312973831;0.219509764
6702;0.107084231;0.244343206;0.12136538;0.030316397;0.062192405
6703;0.229937315;0.318393082;0.038850134;0.104042926;0.242692193
