ID_Serie;rmse_0ive;rmse_S0ive;rmse_Arima;rmse_ETS;rmse_NNetar
119;1706.145754;2719.356542;2250.371403;1921.868259;2565.377968
120;385.0251074;737.5732732;383.374158;370.0419151;772.2429997
121;1616.21987;2486.632037;2282.884401;1785.204267;2415.272338
122;2282.965907;2994.468975;2497.383144;2440.863535;3467.181026
123;5719.650339;5418.035724;3301.68624;3346.819669;4581.213813
124;5233.408174;4802.702943;5331.138509;4692.794271;5860.489202
125;1540.8277;4329.284647;1536.98387;906.5420867;1374.494849
126;233.1610078;654.3661055;244.530007;129.9427784;213.8985787
127;196.1848618;308.0875597;167.7566416;164.2926567;275.4617718
128;4090.495956;1970.660084;4331.455445;3585.485969;8888.731071
129;4972.146351;2750.239252;3796.820173;4066.000704;3554.912275
130;677.460987;936.3810063;194.8698526;555.7532127;1032.734165
131;48.47278733;95.16272613;60.83064091;63.5898683;38.60021795
132;66.73538125;105.9381371;30.02140446;66.73439744;98.72458929
133;189.3609135;341.7194268;116.6220918;189.3598045;150.6935011
134;239.6293434;459.7939152;136.3963096;239.6293426;213.0294749
135;33.90919246;39.55095167;30.34991952;32.67972021;39.52658407
136;53.35780688;48.25856286;54.02009534;53.74464042;47.33326402
137;14.1911553;13.1466092;15.61350392;15.95802266;11.51768951
138;48.94725052;92.85293031;87.84648658;56.00684361;72.96557841
139;89.92033511;155.6948583;147.3127388;115.0541968;124.1335908
140;96.3486147;114.8520788;130.2806238;76.02874068;103.7044282
141;738.6188688;920.0548595;763.1868543;484.8591901;897.0909436
142;1152.298114;1331.514635;1625.605539;943.8012694;1771.3887
143;788.0280945;910.6906415;912.5041219;669.1522324;1046.316353
144;80.10964708;127.5460701;97.08012146;105.5456631;312.5267646
145;207.6053949;203.7563905;213.2559632;231.8460561;176.3106078
146;23.33095226;47.68997099;19.49533669;16.48209911;23.77251041
147;18.0077144;19.06713286;18.0077144;18.04033643;17.11340482
148;868.4628822;1411.236652;1294.400519;1252.752092;1129.113825
149;1006.768759;2996.883566;1273.503683;914.1261143;5859.041973
150;2907.500836;5296.080312;3244.451719;2944.708102;5414.68313
151;2679.824828;3798.409755;2952.443513;2398.203876;3351.092244
152;316.8961449;636.2879327;413.8963032;319.9739389;1038.143676
153;61.02686112;66.09378858;40.60955642;37.35786531;65.87643304
154;60.95763556;65.76008583;40.69051071;42.40011639;64.24776725
155;13.20353488;16.97056275;34.48598857;34.83787801;15.07148125
156;114.8085363;172.1452875;146.3382005;127.1147363;127.6010743
157;269.0729971;393.426472;408.4820523;385.693994;458.3048046
158;3307.861007;6669.201185;4288.956855;3367.588617;15014.72936
159;254.0860528;397.1882425;245.6888292;261.1877983;411.3520725
160;210.7341664;214.3162253;216.6413544;206.7215223;206.8332632
161;222.0610527;336.518119;240.8286606;241.1728898;302.8603834
162;677.7213865;723.778588;702.0767118;674.7998637;697.8418254
163;441.7351519;993.7856353;657.1448315;441.7254549;1192.337818
164;403.0457653;878.2281088;436.2837806;403.0376225;973.6587809
165;232.7417501;437.6738385;442.5462027;232.7377555;512.0688751
166;466.1102039;466.6571428;462.3258298;452.9106169;722.5462296
167;2125.298672;2129.029513;2125.298672;2126.506993;2116.830299
168;120.1233163;295.0807799;141.9148969;112.4209899;268.8898157
169;1365.491365;2184.062219;1564.075277;817.6272864;2142.129131
170;36.13247231;56.01289534;36.63906934;34.74064934;38.76344898
171;2.321398046;38.74847667;47.31994475;34.64236559;10.74950085
172;76.20586154;112.5724458;64.68162576;54.7561207;90.58490109
173;56.53268474;61.3165738;54.14491609;43.22351363;59.9596389
174;58.99482086;140.0470159;52.5286874;29.44935672;96.78902554
175;71.61858852;77.9878908;71.17823839;71.44060456;84.9230914
176;96.55194342;137.3859123;115.7932882;116.1475336;106.8165304
177;144.0358752;280.8159737;119.1493973;83.39268734;164.8719562
178;144.4024084;175.6497462;180.1659082;155.105345;162.0330487
179;144.4024084;175.6497462;185.9939495;154.0429171;157.1940177
180;372.9172533;661.9524152;223.39838;85.53052073;241.167976
181;372.9172533;661.9524152;116.1181626;92.63065568;194.5611647
182;21.08843812;17.64621458;28.4488418;23.70075619;13.69235311
183;43.85772452;85.87652635;43.07458189;34.30600605;64.59223579
184;16.11417595;19.09188309;31.69121443;35.59186334;17.03922397
185;176.3508183;159.4631619;143.1625095;141.3629073;194.7731908
186;177.6388346;478.4233365;200.1485873;177.4431169;223.7329473
187;17.76388346;47.84233365;43.67437708;18.90275041;22.83609419
188;55.07167047;75.09734423;91.64727463;82.02603296;207.4229891
189;23.68661131;40.47152634;31.35062222;19.94583114;18.33774183
190;51.8748494;42.67252564;45.74620843;51.36015006;312.6175228
191;43.24092712;35.39617054;42.86538063;44.99027676;161.8001202
192;8.550503559;24.77678125;8.550503559;8.550503529;6.671035618
193;19.56896636;35.67211796;33.63932768;15.76674947;15.70807007
194;110.7665212;87.35909289;166.4940553;83.55156141;460.3870625
195;181.1747162;151.0312698;107.5556128;181.174778;135.6685515
196;355.7933233;334.4564413;629.2403646;432.0609119;256.9673122
197;41.55050474;95.93313644;73.00287064;25.73339937;49.07909668
198;152.3561252;138.7974143;150.5336831;152.3578155;92.85383092
199;174.1418643;151.3889399;171.5437279;132.0669106;37.66563347
200;5.082650227;7.637626158;7.935396099;6.434072724;16.6970104
201;337.7751553;292.6464496;337.4661831;337.7789886;192.1542554
202;9.383792174;90.58114839;3.78464443;9.385781312;9.164621173
203;22.70217806;46.142894;9.738110201;32.90309013;17.46225258
204;203.0051997;256.7207735;191.8220754;203.7746758;150.5591069
205;534.613048;570.7159247;534.613048;490.9547037;459.8812597
206;330.6223089;404.1451884;414.0330849;243.8294848;518.7919664
207;25.95508942;61.22408749;25.95508942;21.63646903;67.87333623
208;82.87708435;134.2261773;116.8387155;113.8603422;103.7539899
209;42.15645463;78.14089838;37.26703421;33.57108934;53.75710959
210;3098.048669;2146.178775;3161.55959;3353.244901;2308.397482
211;846.9389326;1371.993683;1806.994564;1272.89972;1047.851101
212;0;0.23570226;36.09777656;0.129452204;0.366833156
213;0;0.23570226;0;0;6.973135145
214;4.576510073;14.99259076;9.845699391;10.09785353;6.633766185
215;212.5929862;224.9799991;212.5929862;212.5930214;229.0797898
216;759.4588717;793.7883849;672.9242171;759.4792253;763.2172863
217;59.26072336;65.56548889;59.26072336;59.26057934;41.01399915
218;46.12904604;49.28375888;52.60380715;64.44468343;48.88127309
219;61.25538525;65.10205663;31.74399707;33.80746468;24.5959953
220;61.17234306;51.70751074;45.47570875;77.66824136;59.50416942
221;250.1666111;414.5613478;250.1666111;250.1537649;384.6950707
222;27.08628189;38.37895836;39.61458429;27.08579332;56.61512063
223;55.46620593;49.59278621;28.94423732;36.32275025;43.90561732
224;98.9410599;61.26626768;49.50044525;56.01141403;69.9372344
225;166.5040874;161.7949663;130.6231293;148.8870629;169.1301564
226;56.60683115;50.59534454;29.8111307;36.50464457;45.53946476
227;55.55177765;49.57093683;29.04721462;36.88812694;48.95398908
228;21.36326026;26.85454648;16.40104755;21.79532732;21.99373148
229;1015.584123;781.6755508;428.7296067;658.7344043;999.3603637
230;16.60990334;20.09975124;15.63265599;16.82519378;21.70553785
231;21.48384406;26.93613847;16.67495124;22.27928056;22.11046257
232;54.18435609;220.0181811;77.19554709;61.88303834;398.2380851
233;160.3544685;222.7102003;93.20022971;121.9233577;257.5086641
234;50.50467525;100.2779471;65.50094219;60.42987162;77.74899592
235;30.98924545;63.5426366;13.36422672;13.44810771;26.62220911
236;73.86586943;78.57692621;63.89915119;126.0639632;56.28677791
237;92.58479597;125.0599856;128.1210076;119.6015899;120.158672
238;81.02228774;129.051454;81.02228774;83.42857237;488.44978
239;136.4225462;208.0998692;288.5830916;136.4194015;287.6458518
240;31.18315072;47.58384413;41.74554258;48.66344214;40.17565331
241;47.57041564;66.41494142;81.55561559;52.92148147;47.79358054
242;50.31511812;45.55277769;17.33434314;18.65366025;42.03663816
243;83.24595419;76.95200524;38.04807566;36.62269417;75.7551532
244;172.610673;207.3242227;176.5272804;172.6107364;256.2953937
245;17.70593121;29.30017065;16.07457545;17.29064205;30.83967285
246;71.89575787;106.3811282;71.02352333;71.89599761;111.5633738
247;19.93879524;52.58485206;59.51531626;21.31153297;29.90241782
248;328.5441793;626.4648611;619.292823;411.5413868;588.9478383
249;966.8735411;861.8971323;980.8249975;996.3693676;670.6466029
250;124.7426239;115.7610086;121.3243851;124.3945244;116.1998502
251;656.6922584;1252.565035;932.1248887;847.4804022;978.1779888
252;430.5395839;836.6014915;499.8767321;508.992717;868.7919179
253;562.1816136;1095.135633;689.8313934;584.1551495;670.0689555
254;113.6471146;215.2159123;107.5638413;116.5362958;251.3408206
255;320.9140591;564.1729936;201.9032823;320.9125832;430.8351693
256;64.38124296;107.8344925;70.98837347;68.77083988;344.7131322
257;929.644496;1920.918472;2301.469506;929.6581639;2401.042407
258;45.50579939;48.4051191;87.98838594;78.43381679;41.17881106
259;47.05375177;45.14359804;71.13946973;47.05441107;78.24632626
260;45.24317014;54.81483984;42.83416474;42.56015598;62.61636328
261;766.2317607;534.7273449;766.2317607;766.1800694;568.1507651
262;107.9477754;95.25725403;164.0772318;130.8328695;83.24693289
263;284.4386284;307.1185982;434.8347356;291.1981921;336.7418438
264;183.2887825;142.1323718;65.94434638;98.41353643;125.9557598
265;40.15871291;51.74885935;44.14634155;44.0905664;50.78670133
266;174.4252466;271.1049407;157.3484724;160.9636722;315.1179212
267;2388.163951;831.264532;996.4125384;1143.021805;576.6810453
268;1191.707459;975.0669493;1634.963129;1459.802021;5208.962583
269;1042.1932;972.8194991;889.049074;407.6605491;571.3374414
270;2098.821098;989.1438498;466.0413189;915.6378889;533.1383553
271;135.9816164;243.338242;275.5286837;150.1815164;126.4290622
272;2853.086934;2354.702895;2247.9606;3651.540475;2286.827267
273;1867.251679;1113.284829;1542.081666;1290.401426;1795.342827
274;232.0919358;337.721121;211.8103632;100.876597;277.851765
275;746.7224682;579.6263164;543.2283082;486.2193781;521.2241233
276;765.3866125;425.9042668;340.4462851;370.2593277;437.9025442
277;1542.670844;1854.034639;1446.063713;1814.097956;1723.888066
278;3092.107336;787.5171956;454.9826277;449.1018297;833.9957457
279;1277.225726;494.0591508;499.4950964;577.3653917;412.2474187
280;1119.310304;1581.618369;1360.681805;1348.746667;1636.968644
281;782.8402704;1555.165229;1448.404242;806.9048231;1849.889119
282;1071.70425;1969.39359;967.0039301;1310.014595;1782.074148
283;2599.855765;2797.291349;2580.741709;2544.498183;1651.060422
284;1545.490825;496.1104828;570.2029714;507.3846183;923.8258292
285;2029.080251;2036.378867;2057.396363;1953.670756;2942.646168
286;1661.848034;4192.784145;1573.730875;1277.07874;3858.527324
287;2709.842144;2322.826344;2278.822972;1266.589159;2520.065139
288;837.9008162;1053.937063;488.1015811;688.6481866;901.2889702
289;601.5432006;435.2530554;467.1739511;554.4093774;530.5397377
290;1000.255217;938.5257056;992.366586;1024.59168;738.074749
291;745.4864184;1276.449068;422.2489065;499.69607;1014.531752
292;2595.513875;896.3280649;2044.36066;1005.444926;1158.825037
293;802.8855945;724.7243154;764.3750262;484.7317853;500.4346885
294;272.6644254;177.7326332;208.8354652;186.9940312;275.0813272
295;2670.728157;2874.323109;2627.074305;2638.420266;1815.377263
296;1044.743456;1222.158837;669.4474692;614.3315687;1036.005362
297;1984.544448;2065.529257;1983.896611;1957.963845;748.8680511
298;3486.888138;2936.500184;3607.899128;3596.535425;3042.64396
299;1966.620056;2855.593925;2097.140924;1661.293676;1750.605686
300;1518.500807;500.6389223;488.1853875;458.9918172;971.5563619
301;383.9678813;344.0244662;352.5887422;317.1553;359.9505965
302;280.4658823;576.1028072;266.4033007;203.4638516;263.2069367
303;3259.254346;4277.694732;4333.674384;3003.304801;4271.276655
304;673.3415841;1942.893032;888.5342644;368.9413977;889.4376964
305;2137.994907;2375.726789;1326.545322;2791.56918;3278.027092
306;993.3818221;259.8572258;642.4544396;402.2359922;288.6085217
307;1090.930337;295.6893077;256.8027759;329.7452224;291.9886491
308;857.7613304;477.5505209;471.05153;898.2629571;438.2265008
309;853.8196206;431.8266113;549.8775261;975.8504262;411.8850259
310;122.6784415;108.371788;102.5297322;114.7526845;117.4426073
311;361.8227774;344.3391416;204.5356739;231.2426058;290.212229
312;422.1768982;836.6733067;496.6786296;238.1535219;789.0359012
313;202.5942853;291.0040091;176.1313795;217.0604172;220.9964005
314;122.2020185;89.50481055;170.2518197;122.1965974;89.45013785
315;54.89484898;52.78836151;31.96815343;30.54527745;42.1112866
316;1690.338559;969.8052496;508.3327636;557.6004131;787.1195555
317;396.9051104;269.1326604;391.8191039;365.2719909;803.0433273
318;138.8610417;190.3394628;131.5972187;169.735654;141.0408243
319;71.68604389;71.68604389;71.68604389;65.13333033;128.4880206
320;31.97221016;36.74234614;31.97221016;31.97221012;37.64716416
321;1082.556491;850.058266;665.6965558;748.3676068;542.6570632
322;841.8253646;529.2981202;327.4290232;307.8109288;479.2451304
323;679.997549;518.2988199;399.0959746;578.4681226;557.6976694
324;95.1040366;414.315902;39.05483218;85.20124736;140.2930804
325;219.4299433;134.991152;197.9769512;152.7714009;173.2980399
326;955.8242516;882.0966185;199.6625455;458.3403721;674.063534
327;209.1996654;105.8101024;156.520612;151.3050068;162.1590658
328;731.8460296;917.2784625;586.7222644;621.3048396;967.3000697
329;499.688792;938.0416954;367.6288913;380.641888;261.2579225
330;68.98027093;149.509197;42.5364522;23.07425613;19.98186755
331;125.4042353;245.2212153;127.953166;125.4066416;132.1899653
332;82.05045873;90.27242719;49.69929499;31.03091277;103.0455427
333;700.4482692;1123.528667;872.187145;1366.354785;749.8629808
334;46.40522001;52.73150018;47.12512489;45.45773491;53.38338168
335;69.24192693;120.277457;28.90430174;32.16291298;94.09702344
336;189.0226324;228.2115247;151.7555779;143.1986905;155.9278458
337;749.8333148;1601.280737;523.0915676;433.2552705;1073.788016
338;28.18589088;29.43920289;45.59116169;28.0847768;41.87193133
339;482.7985547;702.8197177;451.4434246;473.0721192;437.6698965
340;147.455643;180.42958;123.3406536;99.27209597;163.9334111
341;95.27008391;112.9557435;53.9835179;89.26738898;99.27578394
342;2111.623914;3143.62671;1226.54355;1048.999363;2480.450784
343;184.7689248;223.6022013;141.9140831;132.8872178;158.6743395
344;1717.381728;1332.516416;1518.563407;1273.29402;1660.029106
345;452.7451454;227.3622904;390.5422993;326.0117318;343.4320818
346;5176.010905;5886.64496;4350.051152;5094.475672;4718.057553
347;1397.882188;664.5335039;566.4117235;385.7271273;690.1850298
348;294.1088234;253.9575643;190.0738649;306.8189481;205.4436777
349;116.7299828;107.9992284;57.62577751;77.53484525;55.63415907
350;5047.016737;2439.225628;1938.514497;2831.648996;3242.861069
351;3208.219626;5580.328067;3319.663628;3891.319776;5928.548185
352;995.7983118;989.6898785;1193.549756;918.9251641;4029.221616
353;4438.768248;5563.337123;4066.069133;4030.150307;5161.837373
354;285.8349368;217.3675842;250.8690209;235.674463;245.5532143
355;451.1245824;812.6617788;266.3150546;305.3167631;1225.17551
356;263.7313448;561.2726115;446.1769197;328.5296616;1394.81011
357;341.3372396;379.8172075;251.3218402;154.3271281;396.2892289
358;758.3901078;898.1060318;548.3314108;337.4500829;711.5899943
359;180.3083778;167.3486049;225.923618;212.0417605;146.7283118
360;858.7380599;958.6073811;1158.055606;1392.555158;1459.582904
361;299.154178;876.8583441;473.3619282;243.7215648;323.3297978
362;148.903399;104.7218538;130.8434662;97.89346669;280.5345277
363;703.878146;769.1084304;763.3850399;804.641353;850.983944
364;328.6673428;356.7990409;174.4309301;206.1317853;238.050945
365;240.7511394;270.893583;217.5381913;184.7053558;204.3769961
366;1422.804351;868.9393279;818.952071;1073.447069;620.8382112
367;1398.267837;2271.042896;681.9538909;1124.608773;1471.641699
368;2357.774374;2118.164824;1955.096847;1802.626794;2055.357441
369;1652.235186;1526.77647;1306.122611;1598.718143;1123.619902
370;1388.883724;1107.830638;1292.987609;924.0958451;1921.830254
371;2250.242617;1116.645696;2277.742483;4064.92609;3176.277214
372;1096.519747;1188.395277;1189.352279;1002.840158;1088.280482
373;614.5005619;605.1249237;614.6272983;661.3354793;625.2536931
374;85.76453554;190.0146193;73.34051555;88.65420629;157.758755
375;556.7764363;1671.82535;307.6948088;458.1810549;1574.109723
376;80;95.91663047;61.4492682;75.55777113;97.36136491
377;1592.416054;2167.87146;664.3943039;1279.295102;3384.122631
378;185.7755516;87.73856367;85.01811335;90.68091124;128.5018348
379;2289.18593;628.326702;538.6388017;607.9692712;582.7834265
380;327.4480451;639.066159;346.9083266;369.6638388;385.8951641
381;1402.929475;3403.378224;1753.388028;2194.313696;3696.61679
382;3098.420745;713.6058669;727.1391586;679.0006314;750.7977986
383;111.9012461;364.3359256;207.0295033;167.1184052;246.685681
384;46.92488087;117.2433367;47.40114323;48.5448103;44.41743869
385;891.2943148;883.2075382;413.1692105;997.3317534;964.7822778
386;136.8671294;169.7386881;144.5391012;112.8407175;130.1502814
387;238.9114201;307.4549651;119.972198;150.4607963;411.8657871
388;181.735461;153.0068989;181.735461;138.3024287;66.7516042
389;64.46359869;108.3461531;31.78719627;31.09148182;34.79455881
390;88.9756521;212.9553944;82.76218101;77.94049905;74.94495895
391;122.961376;172.485104;122.961376;122.9658464;149.5115024
392;2320.452542;3368.34859;1693.513467;950.6924408;603.3014612
393;873.0661169;666.183158;498.6752376;696.6079234;687.2194782
394;2516.473503;1777.551374;1936.296138;2171.729596;1969.578686
395;683.1910421;365.0418545;405.1512656;280.7613256;515.48449
396;1081.41597;449.7220747;624.6142514;443.1265403;675.1297435
397;131.5303091;113.9266333;63.59321436;79.93744747;100.1758478
398;357.8945375;409.1864557;128.7738235;143.2228159;76.7592052
399;196.2566347;252.8833723;374.3196018;400.6620649;178.6819196
400;306.4854537;387.0902852;127.7788217;145.5240867;304.2727582
401;101.4615417;167.2323733;23.73176662;43.21773569;58.83074445
402;167.5920974;157.6081639;218.8363802;319.8769688;339.381376
403;149.309667;239.0146358;26.59399222;85.95533076;73.50878046
404;436.5308313;362.8637638;323.9313398;321.9789576;386.1002485
405;1107.772114;391.8262795;187.7850054;116.8495345;168.1825718
406;1614.164731;3535.844234;1508.862076;1935.454102;2493.622169
407;705.3210459;1397.028593;466.7475589;302.6406118;476.9790235
408;2007.524733;432.1746689;534.0746377;701.0137989;449.7116614
409;322.3179934;454.6060566;456.8490739;494.4910174;577.1579531
410;281.7209021;214.7220425;209.2106026;162.3649818;166.080834
411;392.8103868;285.5598789;325.3524126;242.5344737;286.5732969
412;1321.512181;1741.227217;1279.847564;1259.528953;1492.104576
413;4245.977835;4382.016913;3301.247109;4016.960633;3237.837682
414;2409.288738;5004.612872;2409.288738;3667.722481;2675.941996
415;304.7676711;340.0081698;379.8581909;309.9680607;718.6771033
416;590.9472998;702.8536611;553.6730674;431.6172315;453.1666212
417;734.8847226;689.8107631;638.1721679;762.9982485;489.8652738
418;390.6990324;340.5342535;176.5549565;199.3310393;268.647018
419;776.48832;1070.303799;698.2679078;643.3808101;734.2513858
420;1316.983084;2052.640576;1134.502563;1411.624487;1825.497625
421;3069.602761;3363.30773;2292.73668;3789.313987;2147.424741
422;1113.510465;1644.352287;1031.205795;1021.273458;980.3812685
423;989.0034266;919.7252005;728.6981662;672.0433224;688.8275552
424;566.6862742;526.656118;376.6851189;369.9193119;656.1543564
425;122.2436683;135.8974613;88.47012968;100.768038;160.9392701
426;946.124933;893.7187601;2457.411423;2336.514807;985.4234374
427;463.1215943;2043.573613;2906.888008;2806.839028;1490.782473
428;159.2342788;285.3263239;32.34983931;64.80727311;72.40553478
429;586.2356371;757.5948785;798.5401017;772.9806068;686.5589161
430;499.0991885;227.4374151;163.7922457;232.4520272;369.5586671
431;228.424556;87.30533902;114.8657336;87.22609774;274.4952745
432;922.6516738;518.6095727;880.9204472;1209.683327;827.8959047
433;236.4553047;349.8968102;253.4400941;259.9810278;279.982232
434;10.81665383;10.32257504;7.232540293;7.583308958;5.357228922
435;106.6208235;172.4126188;78.49929545;83.10219779;391.0180783
436;2942.467294;804.4692868;849.4828565;1030.986326;1127.271962
437;4663.150667;534.0936908;641.9460786;431.909407;432.3622694
