ID_Serie;rmse_0ive;rmse_S0ive;rmse_Arima;rmse_ETS;rmse_NNetar
6337;1975.087902;2430.51092;1960.088593;1963.010809;1929.099932
6338;780.2192356;1047.483811;1267.60176;831.0385904;1320.653689
6339;449.3256676;884.5963298;770.2802149;521.5761077;760.8073126
6340;878.7457602;972.7268659;850.0373027;970.5781802;779.1262668
6341;355.335052;315.8614889;277.0121033;206.2294967;249.2100918
6342;1152.241776;957.6765866;1037.929957;1175.939967;1899.601546
6343;1044.459828;1342.314895;939.6251723;936.082693;1014.000871
6344;148.0401597;28.06638955;61.95832924;43.42299448;39.41762603
6345;238.0242751;168.8852339;127.6963942;185.2394471;204.7432469
6346;3542.989165;6162.580178;3268.536405;3694.549997;3622.235829
6347;558.9076648;394.0036661;1254.53164;1412.441556;578.4791294
6348;224.8456261;613.7317547;260.6766036;233.5584462;271.4867157
6349;261.693523;253.8550549;190.9933821;169.3877154;215.7086024
6350;793.375349;688.7992773;543.7826727;362.8632463;466.1796279
6351;383.5591364;513.8724982;465.8426892;490.4531011;488.8272554
6352;818.0702225;1002.427609;536.5715699;528.771627;750.1584531
6353;2030.872828;1856.220772;1396.865934;1415.79337;1901.450555
6354;377.7613643;557.3421246;267.9846427;367.3649192;262.1503509
6355;370.3376837;270.8628189;400.5118481;367.4798772;231.5878899
6356;550.3130422;495.5412305;371.8946785;387.9866846;371.2658546
6357;64;37.4410648;28.10277906;27.27273066;41.50012617
6358;1875.377518;2266.364575;2288.735494;2039.977915;1858.37631
6359;123.4683945;137.8404875;114.6301316;117.5128116;129.6874804
6360;114.2365966;243.7895267;248.8018429;114.9535334;116.4037079
6361;333.4832996;617.0944462;257.9332076;368.7980922;529.0933862
6362;496.0958689;1017.622501;701.103555;738.0744148;666.5234935
6363;227.1807895;468.7157395;278.1348365;228.0880789;497.7131794
6364;343.1876714;85.69973421;575.6743964;340.1233542;216.5528178
6365;3105.340382;2280.170559;1910.653514;1932.511373;2287.39267
6366;222.0610527;421.3404535;324.291526;318.1507663;252.7004385
6367;180.0592495;133.9400778;77.31180393;90.64508431;99.26620352
6368;411.8319506;475.1900205;372.6972061;373.6439642;367.5891606
6369;235.1374303;411.8707321;232.025758;277.5471792;585.1231585
6370;64.81970294;65.33807806;61.59927864;74.01582173;58.3653339
6371;1150.985085;1445.681308;1118.035031;1425.865525;1012.732624
6372;622.7033804;333.0337821;366.8159502;473.8399492;195.535708
6373;2902.519021;2461.273383;2329.181063;2532.053765;2344.631308
6374;345.5350119;760.295995;945.448359;387.4599124;831.4853698
6375;360.4318398;475.937671;331.2791747;327.5571249;330.4057122
6376;2118.107121;2192.732947;2280.980409;1614.807276;2052.820936
6377;115.6145416;168.3815113;135.5997974;161.4218185;134.1122077
6378;607.879831;703.2338397;607.5408209;608.236791;667.0136454
6379;147.9286221;161.6708367;139.8908371;139.8847045;228.0991204
6380;2618.351899;2743.983317;2618.351899;2630.962926;4280.301863
6381;919.0656789;979.6646535;1557.033102;812.1988567;781.605712
6382;828.9890094;1173.830813;840.2863294;810.9070917;899.3498893
6383;3643.159496;2847.996372;3439.351962;2738.290134;3160.434883
6384;1546.719539;1908.825119;1414.60128;1286.450049;1433.957346
6385;18396.4361;13119.77811;14101.33921;14029.69819;12217.90582
6386;669.4236742;902.9047261;633.8889473;693.4476919;620.2040384
6387;933.5589013;1125.397337;905.8551725;843.9430861;770.2094868
6388;17045.25398;12958.56302;13389.03916;13198.55481;13293.49899
6389;207.3633419;149.4768655;94.10486868;84.2318963;173.0352834
6390;243.1844293;141.629603;149.3285486;119.5599213;161.0318441
6391;1449.898464;1155.455658;1039.587878;1106.242666;1511.614391
6392;260.1430663;243.2750285;168.8087329;164.9829317;259.140665
6393;311.4902185;88.6389918;70.05645871;53.9671124;111.2061647
6394;1674.129274;463.1320465;356.481624;437.2829553;483.7660604
6395;6446.521004;2643.826835;2554.351568;2036.342497;2833.778992
6396;3104.619318;788.6134104;467.9042184;528.2549696;437.03943
6397;6.013872851;13.19301162;6.682660192;6.111685954;7.168927565
6398;29.15475947;62.84902545;98.02182616;29.52042182;54.25647139
6399;49.05778905;61.55846363;21.27381306;17.25782553;9.275645883
6400;71.24878167;56.72007287;19.55150153;33.0855492;89.66539158
6401;1560.103273;899.8086216;882.3871084;988.0614756;913.2853369
6402;71.56970185;103.4408043;46.49155655;41.93104225;91.58980725
6403;19.87320921;23.75920874;66.92037346;66.71616474;33.49731418
6404;14.10870496;27.08320513;15.06854091;14.72933703;22.18335988
6405;112.7681988;122.4291178;33.15444965;32.25931918;57.55598956
6406;94.28090416;47.14045208;94.28090416;94.28090416;35.24875488
6407;22.28975849;34.65143896;5.279852292;7.489600553;15.60805282
6408;22.79741701;34.18576702;7.148695253;6.003431667;24.09892723
6409;30.08783438;33.9836562;7.135029785;8.96916585;27.33333532
6410;25.67532322;35.46516288;6.957552454;5.665735752;19.74470061
6411;1923.880627;2440.133193;1885.073715;1870.946604;1909.985278
6412;554.4686095;549.2027803;460.0815949;434.8794478;544.3071578
6413;531.1260114;596.8819854;364.5670757;403.5943067;564.2020632
6414;33.49046299;48.34827355;33.30271547;33.66947504;63.65016542
6415;16.82425498;14.72903406;41.96620201;16.60953421;17.01597944
6416;154.4344521;1335.369279;267.8884037;149.6803915;245.5320535
6417;1023.154165;388.980148;300.4745064;359.8016507;319.5770335
6418;1666.321631;2145.34509;1517.625231;1694.124955;1220.860985
6419;480.9177569;531.0479158;244.2302502;324.9274555;210.0382729
6420;51.0021786;56.44860002;15.11841495;14.76956699;21.43707184
6421;202.4434077;371.9169561;42.02524696;23.85837903;27.17148861
6422;32.93672385;19.85974432;53.00821683;74.54969962;189.2128343
6423;1126.781232;1386.111187;213.3945675;340.5937193;1133.352552
6424;2105.664319;3296.1282;1332.763534;2709.301596;1169.935075
6425;489.3306085;514.781507;324.1944931;513.5112522;850.3584983
6426;774.2379766;794.0752833;925.9581243;1014.091916;673.5180937
6427;57.30037813;88.1602077;85.65421535;76.98139922;143.9989238
6428;45.27692569;57.39725119;53.69308019;42.0380807;258.5644742
6429;137.0928315;267.8100488;112.919541;202.2816506;1274.915458
6430;32.74984309;20.04392399;84.83922603;94.38640141;81.86855268
6431;294.2504602;312.9252662;294.2504602;294.2533646;201.6052627
6432;348.7676718;537.9849234;416.7325192;348.7701508;573.9057176
6433;75.1295178;77.02813339;75.1295178;75.480182;70.02108981
6434;619.5876765;769.9206308;1219.887735;619.5851641;613.6999483
6435;45.4929787;29.28215232;74.07638559;65.69322637;93.63313086
6436;383.5190854;649.853958;319.4766587;178.1358579;408.4794636
6437;1379.311422;2249.172687;831.3140271;2107.905314;652.081838
6438;2772.732307;3949.464802;2431.28802;3179.623651;4374.664012
6439;2082.991972;3341.795924;2023.534377;452.4663402;906.3851817
6440;792.8554233;1457.63084;773.1675871;267.1013606;447.6476841
6441;434.1955525;659.043836;367.420682;133.6580142;162.1673546
6442;694.2637987;833.3979975;73.75924974;250.1173894;659.8503428
6443;135.2569571;190.5984727;296.9886519;338.7282134;187.0851589
6444;283.5811661;418.7111176;148.5114378;125.5105757;205.0332869
6445;1716.056526;2926.520497;1277.621559;442.1412054;1940.559053
6446;961.8818361;1335.37968;526.7664136;851.6459368;398.9788644
6447;1693.287401;1922.546055;325.9402379;233.7978432;1309.813192
6448;55.12611803;259.7541573;52.53934044;151.5745682;39.1686061
6449;528.0891655;909.0611763;534.0368419;153.6126452;458.6603698
6450;2647.171446;4183.948162;1626.817502;474.4662221;2235.390351
6451;192.2816222;136.7885635;123.56641;244.99113;167.8552897
6452;2325.736443;2083.288;1042.591859;379.7153439;1656.245662
6453;106.7765059;113.6586019;199.5674532;146.1450425;220.4425145
6454;1105.787804;1943.417665;933.3259647;276.8518021;692.3047756
6455;611.2282716;874.2202875;349.2572896;492.0947592;215.4343472
6456;1208.511481;1434.474352;190.1598184;507.3183497;789.6424177
6457;50.82650227;258.4032164;96.59916626;176.1502689;35.45106651
6458;265.1689189;551.5119622;234.2775774;86.62754581;301.2989955
6459;1696.422707;2460.065491;791.9301686;2326.198528;2432.621551
6460;2036.142868;1995.6898;1952.421691;1930.256725;2002.702561
6461;75.16648189;286.453409;220.9452841;144.8650541;52.7513552
6462;611.1964587;984.5444519;476.0282274;241.0432813;1054.362093
6463;100;194.3650632;134.3508748;98.93366288;99.13258143
6464;62.89276588;37.06900472;38.50242317;59.45194498;21.33443668
6465;24.55492709;87.40455111;90.11966861;88.21820056;59.62265296
6466;497.1418309;905.4372793;497.1418309;497.1418319;882.9132859
6467;34.72111109;78.81060278;88.91975042;87.2714351;45.56053873
6468;260.3096447;334.8382694;301.0984226;303.3834561;303.6157042
6469;90.4617783;110.9804788;91.12724168;90.4652799;74.21970116
6470;61.59906204;94.13347498;58.32504769;61.59903505;91.54486504
6471;152.6069752;192.8586126;115.1580439;152.5953656;167.6951356
6472;79.19736247;67.86424357;112.6078197;120.611094;37.300466
6473;45.58264777;87.74964387;42.07809109;41.18910689;42.55865328
6474;74.49832213;69.1616464;160.3140855;141.1031434;35.28272126
6475;72.77743851;111.0037537;30.30029601;33.62872703;81.78471282
6476;157.6388277;233.8327988;96.67805553;128.4173309;256.5054784
6477;950.1461876;1059.874206;616.6503093;950.172177;1366.69596
6478;30.022214;29.87659805;27.89230764;28.48767045;23.75725591
6479;222.2361107;317.1575143;168.277509;201.5162322;234.3160372
6480;225.7702864;300.3054001;424.2662947;356.0965497;253.7249254
6481;39.55727212;25.06546983;23.88244217;39.55616925;12.71925689
6482;23.16486804;71.95600508;21.8019618;23.16491704;32.64532358
6483;64.24994596;54.36757612;37.52031483;64.24958866;90.5705709
6484;535.9570878;770.8581077;264.1238085;535.5003594;651.3768036
6485;109.6205577;182.9693356;182.6387804;182.1820691;144.3176493
6486;43.96842301;56.69558086;51.01628857;43.96641626;47.13042607
6487;537.7060329;437.1498599;382.1302577;537.7167379;380.4984995
6488;67.06381704;164.6555327;93.81798342;35.81113487;50.14773985
6489;112.6412693;217.6824905;40.15447959;82.60841187;33.65083124
6490;25.3968502;12.89702808;30.54431858;41.79854587;63.45619002
6491;209.3773839;177.7170035;360.7056314;249.6959644;239.0275153
6492;97.18253158;116.9045194;61.13124927;70.98298429;96.70818196
6493;453.9946157;544.6711546;453.9946157;451.1481398;405.3463769
6494;67.28876413;157.3389829;97.97211434;109.6550376;146.9053897
6495;13.16139135;12.98289473;13.16139135;13.15692054;27.25214344
6496;1034.652384;1710.099087;906.2229169;1058.365685;674.3600215
6497;163.3068006;227.7827913;109.9988642;165.4105261;191.5633196
6498;385.0613227;819.7696153;290.1657044;410.3388448;297.8862349
6499;920.1298218;1024.114794;920.1298218;919.5543628;486.7595666
6500;1109.399237;1605.995711;1109.399237;1109.41892;964.3953459
6501;702.5192761;1166.428547;504.4263609;702.5311967;978.0708176
6502;388.4799437;878.5183233;399.3179793;388.4841225;479.4083053
6503;834.9650691;1045.118281;667.5453169;721.3041772;1012.189037
6504;760.6649138;742.4883089;760.6649138;761.0140641;758.2387827
6505;847.3061889;1186.090684;731.9769329;546.4527134;825.9260515
6506;148.7354101;372.2006627;148.7354101;148.7381045;69.11505944
6507;528.0467151;721.4799605;528.0467151;528.0672357;626.5792919
6508;1520.602951;2026.887324;1287.550194;1520.610767;2060.946826
6509;700.951734;1410.421529;1873.765181;734.6028444;1258.590065
6510;1510.294305;1742.834537;1256.490033;1311.901654;1658.57842
6511;652.3802572;994.5518254;652.3802572;652.3960346;343.5476196
6512;963.5582206;1553.279684;963.5582206;359.8952792;1011.853809
6513;396.3023537;775.3207222;396.3023537;396.3063283;169.4142418
6514;65.24398653;115.5232059;88.64481352;66.06461974;61.02999586
6515;116.4121032;177.4967918;59.73632357;116.413059;131.707816
6516;486.0441224;698.1244716;469.0035781;486.0569157;310.9156777
6517;532.8278855;433.7690118;532.8278855;532.8117811;176.2183769
6518;563.2051136;845.3434542;544.7565197;563.2192022;773.1832735
6519;705.0886469;1135.343805;705.0886469;525.8709582;645.9648354
6520;226.6544114;455.7411546;157.2486688;227.2452935;193.7713693
6521;1000.980075;1474.219191;976.6002506;811.4552967;1139.399003
6522;413.1249475;367.7861698;424.4971357;481.5527785;330.7572698
6523;790.8504564;990.3534723;790.8504564;790.8532586;547.0921158
6524;807.4754898;1024.472764;807.4754898;807.4799951;627.5074427
6525;829.6150379;999.7471903;835.8694084;829.6132954;867.7007792
6526;297.396107;296.0949547;300.606162;297.3973626;287.3597556
6527;577.1433483;375.3960871;567.3792029;577.1441679;258.049208
6528;1318.184779;985.7794434;1361.142938;1474.765302;1292.004329
6529;1004.171853;853.1640457;953.5469113;1160.457611;687.0426536
6530;607.9610733;714.9048111;548.9552714;559.8357754;456.3074368
6531;382.3174946;424.3360827;377.7372862;382.3207963;157.3082696
6532;37.273762;39.08395522;57.96874813;37.37839977;39.73283846
6533;623.373439;1126.29925;623.373439;623.449411;433.5451264
6534;48.25395781;80.07600556;48.25395781;48.25486266;32.78704518
6535;114.8022454;145.6418743;115.5236534;114.8093181;179.9048532
6536;122.6306559;127.8519109;94.40918418;119.8877509;146.7442646
6537;56.75483337;89.77533688;49.09765438;56.75691607;44.63752303
6538;923.841617;1477.426441;878.6427178;677.8981671;468.4463869
6539;70.98630541;101.41225;114.7980804;73.17881845;62.34503844
6540;822.5164639;897.4408058;816.4492965;822.5259758;936.4297618
6541;865.9227577;1038.652974;768.8492021;746.0949054;646.7536328
6542;540.9816181;487.7670209;341.4955649;540.9816193;173.2571571
6543;390.7969066;399.3327768;364.3968841;390.797759;371.2149794
6544;32.22231801;63.47484191;45.45728017;32.22282993;30.63027598
6545;796.6283115;1225.304951;816.1835512;796.6478594;625.1440761
6546;2161.573501;1971.974476;2117.599155;2403.940245;2429.512908
6547;1196.062986;1362.791253;1565.493606;1254.21782;1554.773001
6548;1073.113331;2242.291734;1119.710982;1073.141128;1376.087152
6549;944.9514979;1226.913472;833.6795384;944.9868698;776.7184549
6550;722.6725092;918.2289717;572.6405575;743.4530174;423.4109429
6551;84.91466304;140.3172992;28.16165113;17.11921265;180.616054
6552;146.2383899;117.2805279;123.1616684;149.6970664;104.6822238
6553;200.797438;329.6162752;50.19174794;155.409834;154.4487444
6554;72.72474743;97.58187446;67.89463014;108.8118266;195.7742182
6555;14.28480156;13.59942809;25.25226913;13.32871785;13.2831839
6556;202.4648118;308.3399098;164.7516412;172.8122994;254.7611656
6557;81.10658283;120.4413181;25.63433562;35.37970845;84.12494506
6558;1003.305675;1471.412624;169.1896467;346.1855989;736.3723062
6559;24.9499499;19.43936442;14.00438421;14.53994813;28.09776522
6560;224.5613007;268.3385093;130.735136;128.8578755;221.5476774
6561;403.0922144;550;59.47063161;124.9106147;181.6810534
6562;72.72474743;97.58187446;64.78170163;62.84595146;78.50747459
6563;14.86980535;9.571369344;8.056446924;7.652402279;11.00572474
6564;468.0513641;527.8988808;353.6714791;398.2625917;432.4204655
6565;2317.503446;1994.240318;2129.931989;2168.795359;1700.412198
6566;673.3920354;414.0722562;450.9017076;409.628649;430.9104932
6567;778.8551784;1015.263321;909.1261646;934.6063472;834.6023194
6568;1345.775283;1300;1003.740926;1009.378827;982.3087806
6569;172.1244705;284.6416851;161.7064607;169.6991961;224.655525
6570;214.3264644;143.7289115;184.7247723;189.2724282;119.8266178
6571;238.6282558;300.5689974;245.0377653;243.9853027;252.3292828
6572;267.1588739;267.1233506;223.7278471;242.3444574;176.689273
6573;90.17020942;132.1734971;85.6783199;84.02642738;97.03260431
6574;447.8342948;784.5734864;609.5111226;769.9799844;645.7673091
6575;582.1416399;668.3312552;713.2454752;757.9478583;545.2443285
6576;1065.919009;1320.416601;1136.455842;1063.8472;1108.091339
6577;1095.006342;1090.914499;878.830014;1021.596956;720.3399509
6578;596.0937659;1101.478804;576.940416;589.3983378;909.3866579
6579;1879.676391;2488.107268;2054.680003;2060.923143;1977.911998
6580;3256.70249;3064.310689;2452.331173;2475.372147;2893.569463
6581;3431.907471;4157.040213;5425.66225;3358.314529;7989.398791
6582;2707.843545;2497.390861;2565.665906;2598.866208;2765.697001
6583;1693.779469;1915.579402;1742.25793;1781.615208;2051.553531
6584;641.7104314;543.889235;572.7189497;570.0891203;428.7783404
6585;572.0334101;1314.872195;678.7935007;581.1754419;602.1786731
6586;615.8643429;941.9424375;621.8622081;685.8100162;531.6798604
6587;1740.137287;966.2786578;875.7095067;936.8435237;1113.479367
6588;145.2775122;190.9770201;115.5468366;172.8207626;141.3866783
6589;2992.119279;2695.46945;2515.191912;2456.983412;2042.561738
6590;656.7597227;616.5225057;823.2442304;535.1964318;867.079213
6591;694.1141437;750.984539;609.2115582;702.6900977;697.9649496
6592;1608.239203;1357.344221;1424.287647;1409.986859;1324.324642
6593;1548.4329;1312.848895;1427.924367;1455.199779;1562.94241
6594;665.6325313;902.0501341;600.4932282;959.8153903;807.9120482
6595;156.542504;183.2727173;165.1118525;158.4483797;123.1377967
6596;159.4783162;121.3351648;149.8637603;397.5955578;156.0376664
6597;1345.911504;1508.505515;1781.461121;1118.147833;1798.284546
6598;132.3505446;187.3944147;133.0132864;132.1086825;151.546811
6599;287.3344934;631.7216335;263.9292823;276.5407375;533.7948067
6600;370.9447398;392.180514;311.0894682;305.3389131;495.2281902
6601;237.2762104;307.2096642;225.3159064;281.1340778;390.2949217
6602;2506.879424;2682.763915;2389.941243;2394.865164;1985.665247
6603;1290.564046;1672.988012;1325.226094;1323.928652;1324.046818
6604;1714.156741;1888.709142;1875.67665;1755.538324;1632.794754
6605;921.0501253;1692.959276;924.8415051;959.9655794;933.6367661
6606;805.1914886;1093.922605;1206.932749;934.6570498;1153.16076
6607;377.003463;531.1393937;403.7057297;379.0866583;645.6540705
6608;802.6497091;1148.173211;824.0571638;781.3612469;566.1301236
6609;2983.91149;2962.217638;3002.937783;2999.428863;2345.848099
6610;4727.730252;4249.482321;4802.97341;2886.003806;11190.49627
6611;603.7366056;779.7592933;744.5135264;697.009651;789.2820602
6612;301.7914107;336.502105;352.7314518;335.6838744;373.3547241
6613;605.0158129;560.6537989;502.9283958;487.6133887;566.4214067
6614;560.9439232;653.9797461;418.9725029;479.9800895;591.1086731
6615;1984.134292;1724.279238;1919.999551;1928.077002;1576.957753
6616;345.1531866;479.1261142;368.6480005;354.7524048;560.6925234
6617;430.9782155;566.8493823;487.7143527;498.8130973;672.8717374
6618;2986.171834;2115.156942;2029.377643;2583.251137;2454.993808
6619;266.2914026;351.2042774;242.9449412;245.79566;288.4836158
6620;3332.333183;4236.94072;3226.027505;3476.503569;2903.508524
6621;1180.865972;1374.166414;1144.35987;1128.651594;1110.272078
6622;783.4141448;287.4404286;207.9630093;246.863127;273.4210424
6623;523.86385;512.0818077;355.0947847;342.4210206;419.8595122
6624;512.6998255;521.8929222;402.8897496;356.1789304;664.3368064
6625;822.2394893;1103.209963;326.9494618;517.1358505;509.2972647
6626;165.7474652;132.1194746;103.878515;122.8276017;146.3111404
6627;378.3149775;337.6224058;293.3092247;778.4281852;538.0782852
6628;267.3698022;348.4879242;216.1817968;228.3018769;305.8735868
6629;3791.13586;3924.694609;4334.220773;4080.317104;3863.291378
6630;1007.761546;1400.561395;845.1869021;840.5840177;684.5297101
6631;426.2367626;568.5654462;426.2367626;429.185184;438.9018361
6632;1040.750264;1063.638932;985.8057481;969.1950397;389.8812101
6633;1122.331403;1954.160803;880.0291393;1122.355173;1023.701572
6634;416.0780509;93.92195342;194.2869139;177.8823556;172.4675548
6635;290.0373606;179.3506141;133.8893751;183.8507942;155.6183048
6636;639.0886325;728.816592;153.4583118;648.4341498;79.06767869
6637;287.0130553;354.9095769;71.3128113;222.6166374;360.0399452
6638;124.7703802;38.65159189;38.10206423;48.23363521;36.00213185
6639;12.03698006;12.74536953;38.66383959;28.74543665;18.90688954
6640;872.6110245;922.8217596;633.1486785;724.705937;1189.498883
6641;667.9489328;766.1883844;148.8431211;648.9466525;79.62188564
6642;269.8115165;151.8336169;124.0113746;159.3317713;121.7333642
6643;185.0947235;134.2044729;128.9504519;158.4658978;107.6723287
6644;291.5892431;197.6599479;139.6085477;187.0586195;166.2331423
6645;305.3680184;189.4226418;126.2078397;264.2274413;279.4000114
6646;218.0280308;177.7366966;199.4846911;339.2076578;169.1572523
6647;1403.410192;807.2638974;767.3252584;869.6109555;993.8767164
6648;1185.987633;554.48174;402.8093908;605.0923522;815.115588
6649;196.0429616;167.7603333;133.1673739;160.6267686;162.3178371
6650;712.7811726;486.9987452;349.5819434;332.0108614;1884.012408
6651;1315.673887;1726.33195;1505.108426;1724.564012;1748.822051
6652;117.3519232;137.187953;135.7229964;137.6630202;116.7784474
6653;564.0312738;500.9639597;515.864499;540.5097538;466.787907
6654;176.2437312;97.61105641;72.77316444;89.30738101;78.10517359
6655;28.04658823;29.44958026;164.2504436;113.5430042;33.0586605
6656;2133.007788;3370.069238;12010.75725;5271.449033;1695.217071
6657;266.1111923;260.6204136;608.4534758;763.0560511;221.8116805
6658;410.1435386;431.2897969;431.901593;470.4218235;158.5233774
6659;1490.53868;2230.670054;8300.725938;4156.875398;1369.046068
6660;207.8059993;407.5982499;185.704083;64.31331141;213.505869
6661;431.0865471;326.5765182;1681.342926;658.1798255;86.65027211
6662;1683.004918;1692.519489;8380.749091;3142.212537;2322.377625
6663;427.0905447;508.4028368;164.8521762;148.937582;530.8235227
6664;2824.990659;3624.425625;976.1671746;954.5591071;2239.072678
6665;211.2461702;260.3372812;56.77675721;66.7833404;287.0580558
6666;625.1310974;1299.375919;405.1841014;677.9603674;468.2443682
6667;613.6910189;867.1921484;507.5414791;93.5821523;726.1019933
6668;159.2517225;283.3333333;306.9580142;288.6919855;285.0425085
6669;2785.262804;3403.410871;2166.731911;485.6204327;2481.213024
6670;21.53902144;22.51265076;55.34278962;83.85248894;137.3467305
6671;904.3168078;1115.080964;318.8438131;895.5040043;687.3467273
6672;909.2548842;1171.679706;180.2944509;880.3517948;672.9125373
6673;1572.971463;542.290615;230.5191193;329.7017349;491.1997479
6674;624.7016621;288.8861752;156.4374654;166.6610051;199.255448
6675;202.649122;323.0239069;191.4737291;166.1481079;257.2013128
6676;413.6759333;547.6363351;285.4974017;218.9354427;329.6852868
6677;429.6251596;590.9032634;363.0860851;335.725397;644.6127002
6678;2548.92243;621.6912417;544.1505607;545.0633458;473.4265352
6679;1382.093983;1690.422383;623.9130418;408.3210079;1533.92688
6680;142.2570053;288.0012539;116.8526137;180.1672699;1684.645875
6681;592.0238828;597.7688145;338.3013564;237.0658418;576.4714927
6682;2342.905366;3571.948581;12255.40574;11999.58093;1185.256283
6683;124.4353915;232.0092192;107.9210079;104.8657111;755.1465458
6684;52.65189666;117.4497528;54.83504866;50.74894044;88.63226987
6685;48.13176359;34.0750805;147.8766831;49.24919871;410.8985727
6686;388.7301263;562.2375931;930.5016989;385.7841922;510.8320432
6687;91.13482076;81.24038405;102.4976232;91.13569315;202.3231719
6688;134.474285;159.6001949;127.7128955;115.0864065;158.5917978
6689;23.37496286;33.25574303;30.3212079;44.54454247;93.6882343
6690;650.6727288;594.1831461;738.4451752;692.4842497;719.6980544
6691;166.5636348;281.5120878;262.0300804;387.0922647;1485.298777
6692;457.1047777;441.8871148;1052.18184;1196.740728;493.6028162
6693;216.3289676;525.1820848;289.7216755;152.7294613;349.842611
6694;274.5667294;343.6467017;478.6646432;221.6915708;354.7960857
6695;4896.520306;6254.100433;1928.094931;1512.681984;4690.844169
6696;155.3134823;153.0825848;274.14326;273.8950959;182.3163324
6697;380.985564;750.2888333;234.2839105;252.3568302;139.6524903
6698;2472.522329;1659.454395;1917.412665;2191.332339;2532.200108
6699;171.0587943;285.9389989;167.6923901;121.2288245;1552.522304
6700;289.6466238;140.1750889;896.6739885;418.0858171;280.3069978
6701;881.1450883;1030.186067;555.134431;874.4518835;682.5700476
6702;462.7214185;1050.420551;422.0688626;116.4434286;274.8079586
6703;686.1041385;874.4966806;122.2884657;345.4346513;757.7099519
6704;746.1009762;920.5191772;86.65168251;427.1971529;773.9573043
6705;1657.875146;2367.556171;8370.949759;8184.696535;797.4269949
6706;2617.508357;3173.061963;9030.922572;8473.151902;5865.370614
6707;317.4551587;833.9864108;456.8274555;259.9117405;1892.836865
6708;203.1817741;182.8066678;384.1377823;535.3672275;352.7072032
6709;20.85413628;42.02857494;60.71374041;29.04843893;115.150601
6710;94.1476382;185.839387;82.3361218;76.08238023;405.844254
6711;715.4823936;872.4691972;154.3655644;180.9831989;794.7272308
6712;811.1822648;926.678657;709.6288228;198.2661299;926.1686982
6713;3952.208244;4625.577441;1593.859379;2150.325795;3900.759067
6714;144.1195491;182.4222818;95.95170943;69.64568834;72.78845267
6715;2791.661194;3411.856777;1602.901193;541.5977695;3126.452811
6716;726.9380227;954.0207312;725.1025924;512.193325;1518.857378
6717;2627.574928;3062.095325;742.4880973;1124.809359;3192.168604
6718;149.9712935;132.4590083;49.45153187;27.91902666;181.0238474
6719;937.8551179;748.6357963;5207.932724;1318.208218;314.340791
6720;708.4058786;501.7026565;3347.99325;1015.433314;491.4792866
6721;1893.50498;2280.732095;1570.147186;369.1739814;1845.797896
6722;417.6085355;432.5533365;98.68937265;166.7283462;435.6059029
6723;2799.684506;1926.06392;4480.251976;8573.683981;3038.579921
6724;425.4801862;510.5482892;248.3571914;89.16279727;442.9515319
6725;775.8078227;880.1262536;222.9100077;156.1464877;949.9130226
6726;2642.992832;3064.802876;1070.753062;1493.672136;2626.705617
6727;1007.841478;1171.437863;152.983827;158.2776386;423.4606673
6728;709.3110899;508.1830379;1440.7024;1942.082885;424.803341
6729;1783.132387;1748.00998;5271.121795;4927.459734;2422.075419
6730;2901.22388;3639.176494;839.3464344;958.9320687;1600.476464
6731;31.95395994;46.68987518;64.43858399;45.48876103;105.8548655
6732;767.0180354;945.8212187;204.9849259;232.3864039;388.6292791
6733;500.2888055;1036.947979;100.3705581;103.2884722;296.5674255
6734;240.2891776;268.9485701;145.3734077;187.5685507;667.1684393
6735;198.5922679;341.3372396;399.2791325;314.3592643;236.3920001
6736;20.35654413;29.71531592;25.39987387;20.35676211;22.80271506
6737;433.5063757;362.0619959;313.8269307;433.5004447;305.3414949
6738;20.74849392;67.57588327;9.733373122;20.74928862;22.67779806
6739;80.17792714;113.5006118;54.85881754;49.08797551;82.60318439
6740;143.7204076;297.2840019;263.0865437;262.9437966;120.8898275
6741;231.0002405;348.7676718;128.4028611;126.6222081;312.2267407
6742;117.2840806;109.9242163;54.35928345;117.2874902;97.76798933
6743;133.2499739;184.6919357;84.93167367;87.88163819;241.9084871
6744;24.30592063;106.8875318;67.40584314;65.21963662;57.47983873
6745;31.88521078;35.27668415;35.42879477;39.77959639;34.05636391
6746;197.3293919;188.1931632;140.4893576;197.349704;178.1074354
6747;241.476937;283.686055;247.8511077;243.7196813;200.9976998
6748;61.08645967;171.6778314;144.4416587;57.04859768;58.07147744
6749;203.2376824;312.2232108;240.4542345;203.2418963;272.4399762
6750;112.2249725;105.8825345;105.8398557;112.2275474;72.92909815
6751;106.484219;111.7536974;149.5741844;106.4815584;108.3539359
6752;169.0824914;528.7931753;351.2007224;169.0876205;219.1996042
6753;57.30037813;70.23769169;57.30037813;55.93515617;48.35202628
6754;113.7980668;155.8667522;16.43137339;36.07911729;19.85660576
6755;53.0199124;93.27379053;106.5692284;52.92416366;63.94616896
6756;206.8278941;243.812314;163.2796209;169.6827711;227.470306
6757;650.6407099;609.6447053;1072.696459;650.6335265;627.863101
6758;150.9230856;185.5921454;145.0263351;144.6608876;186.4531899
6759;1038.963158;1378.606382;824.7516898;865.2410085;1408.614019
6760;108.0637672;141.008274;91.75878404;108.0599108;77.49174637
6761;181.030998;227.2663635;177.6855954;148.9028603;244.3133346
6762;67.94728349;101.1835516;67.94728349;68.03517161;20.6056944
