ID_Serie;mae_0ive;mae_S0ive;mae_mae;mae_ETS;mae_NNetar
1;1732.777778;860;687.075218;604.6540106;1299.719575
2;685.5555556;373.3333333;237.9699658;288.4788093;584.0693457
3;569.8333333;697.6111111;297.1762976;226.2224437;449.7284952
4;148.8333333;231.3888889;148.8333333;148.9294244;171.6877412
5;59.44444444;95.55555556;74.26923762;59.98013516;88.62955332
6;922.2222222;1527.777778;913.2111054;535.9288424;826.6143803
7;129.6666667;241.0555556;134.54731;48.96308856;212.0636727
8;125.3888889;261.8333333;80.21567947;82.46079563;118.4209329
9;215;207.7777778;117.2632136;290.844314;81.1074781
10;872.7777778;1300.555556;708.7169912;872.9446065;941.9235158
11;438.2222222;139.7222222;77.6768528;217.0503104;106.0203787
12;22.05555556;36.05555556;48.41645295;57.84527739;50.22555678
13;14.20555556;25.68333333;10.65462764;48.12302024;60.50398302
14;275.7777778;31.22222222;12.12046329;10.26000721;31.69522859
15;22.41666667;6.2;3.193194397;8.800386157;20.9074582
16;332.3888889;107.6111111;55.77560774;115.039848;75.8366226
17;429.4222222;33.37777778;30.73444769;48.66136875;59.258772
18;146.2333333;85.96666667;52.2484785;60.52643349;51.3659394
19;943.8888889;523.3333333;499.5358975;448.2996458;467.8574757
20;655.5555556;616.6666667;679.8867795;1567.114081;413.719124
21;485;243.8888889;204.9132846;184.5444658;171.9437216
22;321.6666667;219.4444444;196.217978;200.6373767;216.5086784
23;2033.333333;661.1111111;511.3940491;677.1849929;744.7280464
24;351;644.2222222;61.04037276;319.030731;388.2154624
25;232.4222222;431.5555556;46.9252949;29.94912764;236.7246976
26;785.9366667;1264.354444;136.8240003;127.9179169;444.1071942
27;88.28794444;250.1596667;289.1214254;63.13718277;29.64676195
28;214.1916667;325.3;260.0841608;83.42716437;316.7921351
29;1083.616667;601.8888889;1156.288225;713.8114428;982.3109368
30;211.2722222;221.0166667;211.2410603;170.6700122;228.1731948
31;318.4388889;444.2777778;388.4134957;386.3407424;504.000548
32;221.6555556;247.7222222;355.9751747;264.8402157;271.7891026
33;708.2388889;688.6888889;481.7872258;973.0562936;1225.468667
34;610.4833333;447.1555556;423.0482418;335.7368641;350.8236683
35;112.8361111;444.1844444;234.4089703;118.4174139;407.6250118
36;379.45;253.6222222;367.3241037;252.8973649;255.9749841
37;543.5888889;679.9555556;988.686389;962.7211805;1106.900623
38;541.1555556;438.8388889;623.8842643;614.7995736;792.7127135
39;109.6988889;65.57166667;65.15277095;86.80413095;91.28671898
40;686.5444444;515.4722222;627.1290139;534.3038123;502.5801245
41;830.1111111;439.3333333;169.5476465;216.6066038;453.3646964
42;220.0444444;518.5444444;234.2966368;222.2030997;308.0992348
43;568.3333333;558.8888889;675.1660464;688.9452102;542.5939634
44;172.3333333;129.8333333;157.0154765;165.6529668;290.8853447
45;159.1111111;109.8888889;197.0987585;156.6123249;261.1243854
46;294.4444444;550;304.7652769;303.1069517;373.9116725
47;1928.888889;622.7777778;2080.742438;1879.49508;499.5458261
48;370.3888889;87.83333333;137.3767246;110.7036199;396.8727843
49;66.55555556;118.7777778;51.43561151;59.2393519;98.85749196
50;160.2222222;95.11111111;51.70277917;68.39405121;85.58653099
51;91.88888889;105.8333333;63.14410941;35.26001392;57.20929771
52;200.0555556;183.7222222;123.012508;99.18900704;221.8483959
53;281.6666667;277.7777778;208.7183513;237.0014224;353.5181283
54;427.2222222;746.1111111;500.5635185;433.5091786;289.2250557
55;173.6111111;160.0555556;101.7979576;108.1814733;217.6373487
56;440.5555556;427.7777778;305.5565768;296.5906065;355.9821892
57;532.2222222;517.2222222;425.6819622;406.262991;472.7948326
58;992.2222222;503.3333333;1071.692968;427.3155174;783.367543
59;1213.333333;534.4444444;754.5528346;413.567309;787.547816
60;814.4444444;290.5555556;471.0210836;428.7406386;491.7938977
61;585.5555556;769.4444444;715.2300464;867.7226057;801.4463514
62;482.7777778;571.6666667;495.7745605;493.6252313;514.7586909
63;555.5555556;514.4444444;540.4226179;563.81079;585.1678109
64;356.1111111;474.4444444;373.9916153;321.0645362;486.1991702
65;511.1111111;524.4444444;493.5749146;475.8239855;470.5353155
66;451.1111111;491.6666667;445.4078621;455.2234117;452.2818345
67;526.1111111;473.8888889;531.7888995;529.0153277;517.3802491
68;463.8888889;453.3333333;471.3385191;445.5074344;428.1152395
69;335;662.7777778;384.1152298;334.6775735;398.9388761
70;600.5555556;745;611.9320583;557.3698788;677.4451463
71;524.4444444;536.1111111;431.4779645;555.2414744;1190.136364
72;341.1111111;355;386.0316329;383.9213833;405.6454451
73;319.4444444;748.3333333;262.448917;263.1877318;424.5571953
74;319.4444444;427.2222222;262.3723401;261.9188568;280.6336034
75;544.4444444;424.4444444;325.551667;323.7248285;351.418909
76;586.6666667;526.1111111;547.2101623;504.4857946;564.6384896
77;546.6666667;527.7777778;396.5613901;393.8616628;445.6982245
78;608.8888889;536.6666667;477.5337612;512.3900265;545.5435747
79;506.6666667;470.5555556;526.8064585;504.4444444;491.4506187
80;1391.111111;616.6666667;507.1909244;515.7733629;536.3497006
81;511.6666667;607.7777778;462.6816293;471.1337295;630.5569107
82;513.3333333;493.3333333;315.9108878;308.75878;434.6330669
83;343.3333333;313.8888889;343.3333333;343.3333333;591.2527058
84;420;351.6666667;251.1111111;252.4246218;250.1091277
85;305;275;257.0127575;256.683753;745.6313562
86;536.0557556;523.9004722;547.4488731;465.4537563;485.1218895
87;181.1111111;98.88888889;145.8461191;84.4508193;120.4900401
88;167.7777778;102.2222222;124.2127673;80.27603983;94.45090938
89;81.70455556;134.7275556;79.00489001;57.55003294;102.7835148
90;689.2977778;428.7572222;650.4109175;740.8209352;777.7103339
91;65.29722222;58.53388889;36.80100039;47.99217402;36.20821067
92;293.8355556;440.03;38.08987835;47.34195441;150.8142311
93;497.9316667;632.3805556;636.5292;618.809309;864.8002378
94;109.6777778;185.5888889;19.52817142;44.57967972;93.56491801
95;800.0555556;248.9444444;172.279086;473.3969007;206.9483997
96;45.01111111;65.51111111;11.36202759;24.45895102;45.42689492
97;746.6666667;512.7777778;358.9386764;375.5924977;403.5686144
98;124.5111111;197.8722222;71.73272437;37.85123065;103.395543
99;470.2777778;526.1666667;458.6178283;1004.511001;476.7178355
100;95.06111111;102.4666667;31.96127636;51.01988728;97.5264234
101;97.86666667;277.5277778;82.71163413;75.15970835;56.69724862
102;1586.666667;663.8888889;2486.55061;2328.02068;1221.043758
103;710.8333333;857.4444444;720.6855529;969.2093088;602.7720552
104;60.44444444;69.88888889;130.5230469;64.17179119;69.06530498
105;35.33333333;88.05555556;17.17276035;17.75198995;24.85055105
106;33.61111111;67.77777778;12.53017287;13.6156581;14.67012375
107;104.3888889;241.5555556;38.03168203;27.98815559;32.05005719
108;171.8333333;423.6666667;56.14336482;48.94267901;95.71670397
109;211.1111111;407.2222222;211.1111111;211.2128461;207.3140458
110;126.1111111;368.7777778;29.09010744;48.08414818;68.51157349
111;90.27777778;229.7222222;90.27777778;90.28490195;76.61253817
112;121;218.8333333;51.06180096;37.3057047;98.21902661
113;86.11111111;225.1111111;90.38457135;30.65362454;60.03500125
114;610.5;569.1666667;671.1497241;619.2038879;767.9028746
115;12.16666667;15.22222222;11.4456622;10.34628116;34.40635892
116;12.44444444;24.94444444;11.07025078;9.244157038;11.74280964
117;282.2222222;185.5555556;593.679233;532.7896708;398.9885792
118;1365.555556;2190;1987.775363;1779.604029;1797.488059
119;1594.444444;2586.666667;2122.862785;1810.86353;2452.276152
120;335.2222222;682.3333333;333.3397581;317.5228377;735.2902782
121;1507.777778;2362.777778;2162.78833;1676.335449;2305.277046
122;2051.111111;2692.222222;2259.116433;2208.081909;3221.033202
123;4976.666667;4020;2710.419678;3039.946147;3820.955089
124;3696.111111;3924.444444;4050.975577;3699.147161;4588.691796
125;1255;3606.111111;1089.881207;750.3141913;1195.28551
126;189.9444444;545.1111111;187.426076;101.2945791;181.2630601
127;161.0555556;283.2777778;148.9038817;142.9928212;259.8296732
128;3824.5;1593.277778;4025.92958;3307.768601;8766.483012
129;4553.777778;2314.611111;3493.278679;3746.870555;3141.852195
130;632.3888889;871.8333333;152.4067494;493.6459613;953.9778793
131;44.72222222;88.83333333;57.19348555;59.45600034;35.31162845
132;59.61111111;96.33333333;25.37353166;59.61017604;88.21907702
133;174.8888889;322.7222222;91.73138457;174.8876882;133.1838512
134;224.1111111;431.8888889;108.4597546;224.1111103;193.110934
135;28.94444444;34.38888889;25.99520421;27.91350926;34.12470394
136;47.83333333;43.77777778;48.23997749;48.07706711;43.62754239
137;11.83333333;10.94444444;12.71028516;12.97750638;9.982615986
138;45.61111111;87.77777778;83.47044673;52.76092001;69.2352278
139;83.33333333;147.7777778;139.7798345;108.2470449;116.4169761
140;71.72222222;96.55555556;104.9071437;54.98286586;78.22324315
141;688.6111111;827.9444444;709.9654345;435.9318776;837.1915559
142;1077.611111;1197;1546.864552;877.5041987;1620.947632
143;736.9444444;818.6666667;867.7018265;614.185339;978.681766
144;60.44444444;112.7777778;74.33799275;89.03063455;263.7831262
145;184.4444444;171.6666667;190.3831315;213.7826949;138.6333077
146;19.66666667;43.66666667;17.1482761;14.08496857;22.13650762
147;15.94444444;16.44444444;15.94444444;15.97812259;15.01738593
148;801.6666667;1355.555556;1232.595864;1182.135377;1056.040217
149;865;2806.666667;1089.203406;779.9735477;5505.776784
150;2769.444444;4992.222222;3068.736287;2806.67782;5156.098858
151;2451.666667;3473.888889;2717.688022;2197.157932;3101.94002
152;285.7222222;592.2222222;384.5380882;289.0945636;944.4252159
153;56.27777778;63.5;35.56232158;33.49230102;62.27439609
154;56.27777778;63.16666667;35.70697003;38.75096825;60.56472129
155;11.33333333;13.33333333;30.55460971;30.86661719;13.02083635
156;104;163.1111111;134.1676588;115.3204446;115.6097566
157;247.0555556;373.9444444;386.4932648;362.7472505;432.2050612
158;2975.555556;6211.111111;3977.844971;3041.23989;14019.1145
159;237.9444444;371.8333333;230.0687133;244.9643264;392.4834339
160;180.6666667;183.5555556;186.1567124;176.9357247;176.04738
161;197.7777778;298.8888889;216.1448751;216.4372706;267.7321305
162;580.0555556;633.2222222;602.1479066;576.9732607;597.9296317
163;356.8333333;886.5555556;593.6009576;356.8219314;1123.132226
164;351.6666667;791.3888889;389.3161861;351.6573342;872.8863122
165;190.7222222;383.0555556;415.879162;190.7175954;485.1327278
166;379.7222222;380.6666667;375.2457652;366.1154718;592.1520128
167;1730.555556;1736.666667;1730.555556;1732.039283;1722.272301
168;107.6111111;279.5555556;130.7416475;99.35873561;254.2272435
169;1305.555556;2150.555556;1506.246959;760.6369891;2031.14794
170;30.44444444;52.22222222;30.86780925;29.24400308;32.58273997
171;1.722222222;33;41.3031139;28.60096198;8.233609998
172;75.44444444;111.5555556;62.02619972;51.63388849;89.91361714
173;42.83333333;47.38888889;40.08331921;29.94131577;47.02111009
174;55.38888889;138.2777778;48.75969351;24.75411284;89.4127962
175;61.77777778;68.22222222;53.61723961;61.83767752;65.14567552
176;87.05555556;129;103.8458031;104.472441;96.00693038
177;128.8888889;268.1666667;104.2302925;73.21806716;142.372032
178;131.9444444;168.0555556;166.3784671;142.2567704;148.8345732
179;131.9444444;168.0555556;171.8572355;141.2711008;143.9679199
180;292.0555556;612.2222222;202.4716414;75.31147945;188.47501
181;292.0555556;612.2222222;95.05926057;81.16165747;150.9904722
182;11.61111111;12.83333333;19.35261625;14.68378944;12.42208237
183;35.83333333;76.88888889;38.80827523;30.80938138;55.74546584
184;13.66666667;16.5;28.21484728;31.854537;14.65057684
185;133.7222222;127.7222222;109.3441734;108.3305574;152.1508932
186;152.2222222;421.1111111;160.2793207;152.2477156;171.6607864
187;15.22222222;42.11111111;37.82871821;15.98424606;17.70833394
188;46.22222222;64.05555556;72.33990801;69.09043733;174.4386315
189;20.05555556;30.27777778;24.9074679;17.95655514;15.7189894
190;47.22222222;39.27777778;41.13548039;46.88239345;272.2077931
191;39.33333333;32.55555556;38.96601488;41.0563193;137.9735448
192;5.666666667;20.77777778;5.666666667;5.666666672;5.968832136
193;16.83333333;34.27777778;29.35788177;13.04855001;13.08459319
194;85.66666667;72.05555556;140.2311369;70.93264946;401.8509933
195;133.1666667;124.6666667;91.06579979;133.1667111;116.0419648
196;324.4444444;306.1111111;563.9095898;396.5093742;233.7729475
197;36.55555556;91.38888889;66.39243595;21.76625548;44.01525631
198;130.8333333;121.7222222;129.4157746;130.8348975;79.9755938
199;149.7222222;134.0555556;147.6308355;113.4466778;32.68702291
200;2.055555556;5.222222222;6.284509987;4.167901823;14.96620244
201;290.7222222;258.9444444;291.4649504;290.7257509;143.983319
202;7.833333333;77.05555556;3.054529264;7.835612949;7.721549451
203;19.83333333;41.16666667;8.531333728;27.68647179;13.71772713
204;168.8888889;227.2222222;158.4622423;169.7542201;136.7691955
205;414.4444444;480.5555556;414.4444444;372.02235;367.9439047
206;307.7777778;391.1111111;384.5017458;222.6344697;478.5774743
207;24.44444444;58.83333333;24.44444444;20.21465711;64.1289071
208;76.5;127.5555556;110.929478;107.6481333;97.5876645
209;38.05555556;75.22222222;31.70466762;25.80644985;50.88552157
210;2686.111111;1951.666667;2687.472609;2907.119867;1911.82871
211;778.3333333;1300;1700.347216;1207.540478;984.2461082
212;0;0.055555556;34.26144996;0.124823148;0.315517367
213;0;0.055555556;0;0;6.961922994
214;3.722222222;14.11111111;8.825889205;9.761281865;6.138865095
215;175.7777778;191.2222222;175.7777778;175.7778204;191.829734
216;702.2222222;707.7777778;609.4538945;702.2442348;705.9689732
217;51.5;56.05555556;51.5;51.49988725;34.75752576
218;39.88888889;42.77777778;46.53497188;59.10656228;42.80419157
219;61.11111111;64.38888889;27.22222222;28.31562368;23.1812843
220;55.61111111;48.77777778;41.16731481;71.60871828;54.92486188
221;186.1111111;350.5555556;186.1111111;186.1004425;330.6935631
222;21.77777778;32.27777778;32.23215581;21.77683243;42.13452481
223;47.72222222;39;25.32501029;29.03796863;37.47512439
224;82.66666667;45.88888889;39.30135334;46.59982456;58.72908987
225;125.6111111;124.7222222;96.6098695;117.7508017;130.5806531
226;48.77777778;40.11111111;25.885479;29.36095653;39.00353929
227;47.77777778;38.94444444;25.38291278;29.81969626;41.01942206
228;18.61111111;23.83333333;13.6586691;17.71581743;19.22157739
229;892.2222222;696.1111111;344.1869313;536.6748937;852.2003317
230;12.77777778;16.88888889;12.86837184;13.90184775;18.68951451
231;18.66666667;23.88888889;13.95947645;18.0883766;19.35030174
232;42.5;208.3333333;73.6979961;51.95975356;297.1430701
233;150;207.0555556;88.04021352;114.5049118;245.6390557
234;31.38888889;73.44444444;46.35884552;43.07025495;62.31522694
235;27;56.66666667;11.67326858;11.67269128;22.68422219
236;57.5;66.11111111;55.47776376;95.92915191;44.06915674
237;80.5;113.8888889;113.6143116;104.7829262;107.8343079
238;71.16666667;106.5;71.16666667;73.76965795;427.3481019
239;105.5555556;176.1111111;248.7779177;105.5538841;217.721475
240;28.5;44.88888889;39.17109934;45.50272431;36.99203933
241;40.83333333;59.05555556;73.73466619;44.25397293;39.44766869
242;42.72222222;39.5;14.07103596;15.40228894;35.13637373
243;71;66.61111111;33.64769524;31.8617826;64.69101842
244;161.6666667;198.3333333;165.526221;161.6667343;243.9413591
245;16.27777778;28.05555556;14.75745261;15.87535714;28.74739207
246;57.77777778;95.27777778;56.94179202;57.77804553;90.26440522
247;16.88888889;50.27777778;51.68086064;17.3604517;24.83809279
248;309.6111111;576.7777778;592.6288357;393.3463685;564.4898175
249;811.1111111;766.6666667;822.9747079;836.4418225;583.1407609
250;95.61111111;89.5;93.01949535;95.38097476;97.58941924
251;619.1666667;1160.833333;889.941099;810.1299978;937.1965633
252;406.6666667;776.8333333;476.0530236;484.919098;812.9120316
253;523.2777778;1007.611111;650.2336823;546.0488985;637.2957618
254;107.7777778;203.5555556;101.5902537;110.6588749;234.539223
255;295.5;530.2777778;169.3944969;295.4983971;396.6171733
256;51.72222222;95.16666667;57.95515606;55.70296714;306.8067337
257;787.2222222;1833.888889;2133.510602;787.2370833;2211.273417
258;31.55555556;39.5;71.45306782;64.92244027;36.70316976
259;44.16666667;41.94444444;65.68137255;44.16736906;72.91684576
260;39.83333333;49.66666667;37.69299356;37.41337772;57.82833538
261;647.7777778;412.2222222;647.7777778;647.7166332;453.9109678
262;92.38888889;74.16666667;122.4882432;109.482676;67.04544618
263;261.6666667;272.9444444;373.6348788;239.7558264;303.5503296
264;165.5555556;120.9444444;48.19526852;77.41041202;103.059202
265;33.94444444;45.94444444;37.1603293;37.07451977;44.33503682
266;166.6111111;258.2222222;148.6174578;152.4611408;289.9167935
267;2202.388889;765.5;925.867604;1057.515222;470.0471051
268;902.2222222;780;1494.700597;1232.32466;4946.076149
269;968.8888889;867.7777778;807.6112767;325.4084619;486.2392562
270;1697.222222;857.2222222;372.3203251;794.320106;417.7997656
271;118.5555556;195.2777778;214.0961834;116.2347848;106.3252405
272;2488.5;2007.611111;1860.995249;3239.733329;1952.903698
273;1595.611111;1001.222222;1291.885208;1019.149464;1502.311105
274;193.3333333;246.6666667;176.7560445;81.59349395;245.4880253
275;668.3333333;494.4444444;453.4200476;398.6410769;425.8456926
276;677.2222222;368.3333333;252.0944702;297.8906995;388.1401736
277;1322.222222;1648.888889;1230.210426;1606.522612;1497.569478
278;2900.555556;706.1111111;368.6889853;352.6347583;737.8614236
279;962.7777778;400.5555556;383.5416133;449.9950668;326.8839705
280;930;1331.666667;1002.650977;1080.860938;1311.54763
281;717.2222222;1375;1309.804396;744.9835725;1628.190873
282;842.7777778;1626.666667;719.1628141;1058.636359;1575.127945
283;2179.444444;2425;2189.300142;2154.656227;1338.520769
284;1282.777778;373.1666667;505.0451893;380.3446762;752.4743541
285;1751.111111;1690.555556;1796.927438;1697.093541;2304.23098
286;1352.777778;3788.333333;1378.977352;1028.971911;3559.307165
287;2137.777778;2000;1780.488409;953.0521144;2000.555985
288;776.6666667;950.5555556;386.8461467;587.7146833;793.0842942
289;451.8888889;317.3333333;387.0855928;475.6611508;448.5705633
290;800.9444444;785.6111111;771.8757016;792.5035285;570.4102204
291;625;1178.888889;338.0751182;414.3942666;781.8732602
292;2168.5;744.3333333;1823.457139;795.3177653;997.0795073
293;696.0555556;652.8888889;659.1217235;404.9809539;389.9230781
294;224.7777778;160.4444444;180.4417105;156.8060912;240.5123359
295;2230;2484.444444;2214.929322;2230.613717;1510.137516
296;1001.111111;1193.888889;625.599149;584.2187199;978.8669716
297;1625;1731.111111;1637.493859;1616.265233;626.6760391
298;2694.444444;2230;2817.12163;2804.170376;2593.060814
299;1658.333333;2676.111111;1883.184127;1449.634965;1406.996435
300;1253.661111;385.5833333;421.6451965;389.1123839;832.1545129
301;330.25;284.8555556;288.1091963;261.4143087;295.885956
302;236.1111111;467.2222222;245.1136407;166.0936901;204.2235278
303;2673.888889;3317.222222;3295.154887;2408.495151;3568.90474
304;534.4444444;1226.666667;648.1546952;296.8471926;618.096758
305;1908.888889;2285.555556;1100.343555;2607.04844;2788.242495
306;896.5555556;207.2222222;527.70229;318.0220399;250.3946086
307;969.2222222;241.0555556;224.6032382;282.8392826;247.8785193
308;728.1666667;320.1666667;384.1755197;600.2026845;320.0618884
309;750.7222222;310.8888889;426.1072732;594.6501489;323.4820801
310;105;74.44444444;83.57311448;74.08013942;70.27937825
311;345.8333333;323.1111111;194.6509522;217.8560359;273.8251394
312;390;802.2222222;388.7378053;200.3426022;771.1743709
313;165.5555556;267.2222222;151.4642366;188.408632;193.4462657
314;110;80;161.2166132;109.9939775;78.68209569
315;47.33333333;46.16666667;25.8997126;25.44741003;34.72387073
316;1533.333333;794.4444444;400.8050893;446.2123398;626.3340206
317;364.2222222;235.5;357.4007474;336.8303007;752.3918517
318;111.8333333;172.1111111;111.785541;145.1787696;122.3044656
319;52.77777778;52.77777778;52.77777778;56.67827679;98.01700491
320;21.11111111;28.33333333;21.11111111;21.11111112;33.57515123
321;1005.555556;780.2777778;609.9487393;663.3022667;459.3613477
322;767.7222222;344.8333333;219.2721512;240.4453916;327.0755454
323;496.5555556;468.7777778;330.0830878;552.550125;466.8422809
324;90.33333333;392;30.59731206;80.27384426;122.1014069
325;188.5;118.2777778;177.9768952;135.234529;145.6754062
326;810;792.7777778;174.0288639;386.4080679;508.0452204
327;179.5;95.44444444;142.4571419;138.095366;138.6460421
328;554.7222222;781.7777778;398.9583035;430.4909479;807.4241734
329;417.7777778;885.5555556;295.5801635;309.1451788;221.5279139
330;64.05555556;145.8888889;38.37915815;19.45165565;17.31653354
331;116;226.1111111;111.036684;116.0023257;121.9627635
332;71.72222222;76;42.22848808;24.81273958;92.71766066
333;552.7777778;939.4444444;726.545011;1182.312148;645.8166028
334;42.44444444;43.38888889;43.23224317;41.13305661;49.27831906
335;58.33333333;110;26.43042214;29.08551946;77.07676123
336;180.5555556;222.0555556;144.2028687;135.9722119;147.9672857
337;625;1505.555556;448.6491033;378.3818579;772.4438392
338;21.66666667;21.11111111;44.12559129;22.31792148;32.80030186
339;365;503.3333333;363.6644057;432.3886032;397.8420243
340;135.0555556;170.8333333;110.8574796;88.73806644;149.2824857
341;80.16666667;101.1111111;44.00202719;74.01688704;84.72770241
342;2042.222222;3110;1166.112928;997.767375;2324.749374
343;175.5555556;216.1666667;134.4061923;126.0575924;149.2448875
344;1306.666667;1155.555556;1288.869187;1009.105046;1223.687553
345;377.8333333;188.0555556;320.4185714;269.0477479;283.1491504
346;4106.666667;4518.888889;3337.71516;3992.301594;3761.694097
347;1355.166667;535.6666667;463.7676844;292.3782727;557.5930247
348;251.1111111;205;150.5857188;265.8846687;156.110239
349;85.77777778;90.16666667;45.15228673;59.89033816;51.04065935
350;4513.166667;2075.777778;1634.79735;2623.931298;2544.178336
351;2694.055556;5198.888889;2924.17133;3462.581077;5413.110209
352;724.3888889;758.7222222;834.9841888;675.3527942;3442.360078
353;3891.333333;4839.722222;3492.596652;3466.943935;4573.960551
354;202.0555556;144.1111111;196.6893416;190.7008359;194.303797
355;377.8333333;739.6111111;222.8205237;263.110613;1074.859863
356;200.3333333;473.6111111;407.6379895;224.0063336;1203.638491
357;291.1111111;326.1111111;219.8248903;128.5578622;349.1332285
358;648.8888889;749.4444444;479.0582781;289.5852135;593.9994105
359;135.5555556;133.8888889;181.1281823;181.8362699;123.454234
360;711.0555556;751.8888889;909.1116815;1100.584814;1089.507307
361;255.3333333;780.5555556;412.1220116;201.4100006;266.928508
362;129.4444444;80;115.3825257;82.57893075;237.611069
363;542.2222222;561.6666667;584.7615937;622.9221418;684.9197787
364;292.2222222;329.4444444;137.2032576;170.307064;194.167271
365;192.7777778;246.1111111;176.3802421;152.3371336;167.7820378
366;1297.222222;696.6666667;611.5138801;916.2297265;524.3313312
367;1211.277778;2106.833333;536.8219;889.1604352;1243.034508
368;1864.444444;1470;1460.651452;1302.180672;1429.117739
369;1358.666667;1180.166667;968.4657084;1297.409299;935.5538851
370;1104.222222;955.8333333;1038.264336;673.2592189;1491.618019
371;1999.388889;956.5;2008.627151;3472.081777;2440.795918
372;1026.666667;1132.777778;1104.05524;942.3124833;1018.168599
373;252.3277778;356.5777778;248.1213264;233.7165625;398.3251474
374;61.11111111;155;65.09393548;53.7027231;138.5650709
375;455.5555556;1627.777778;249.2024841;365.0005975;1251.711435
376;80;95.55555556;60.89015139;75.55263221;96.81128939
377;1494.444444;2082.222222;583.7115901;1207.574025;3165.78806
378;155.6666667;66.94444444;64.68636639;72.79083177;99.16892114
379;1990.555556;460.5555556;401.4670264;479.4680628;494.794721
380;256.6666667;553.8888889;303.2350719;320.7875563;328.2765598
381;1264.444444;3280.555556;1667.032998;2098.700177;3437.712812
382;2607.777778;566.6666667;558.2024284;545.1653126;649.1413139
383;84.66666667;344.5555556;186.9739583;150.3918879;236.1127656
384;37.72222222;102.3333333;38.6253388;35.38141317;36.25176454
385;821.6666667;810;367.7658452;929.8525768;905.4270936
386;103.2777778;150.2222222;117.8083648;93.09752168;90.01810413
387;203.8888889;283.7777778;98.70730198;122.5286573;310.5106923
388;162.7777778;134.4444444;162.7777778;121.8366489;56.55688261
389;57.77777778;97.22222222;25.26099925;24.61723291;29.10602236
390;72.77777778;180.5555556;61.68907073;55.06988141;60.12658965
391;106.5;152.3333333;106.5;106.5034816;128.4761194
392;2200;3249.444444;1600.515856;844.6636416;488.7363371
393;706.6666667;476.6666667;396.9872247;597.108882;617.7514583
394;2250.555556;1453.333333;1559.085878;1858.685567;1675.785138
395;507.2222222;312.2222222;372.1280732;245.445506;456.9296682
396;1025.277778;408.6111111;561.2146789;401.2992893;593.9187597
397;118.6666667;106.1666667;56.5711593;71.96848181;88.78567744
398;315.8333333;378.7777778;108.8366658;121.274319;65.23997689
399;157.2222222;203.8888889;252.0649796;348.95822;147.6955412
400;276.6666667;366.1111111;111.5235111;129.474376;276.5092581
401;95;161.1111111;19.19288445;41.52371443;55.37348132
402;140.8888889;128.5555556;192.5824967;280.8426233;283.7697755
403;129.9333333;218.9277778;21.35064361;72.02872998;59.58456792
404;388.6111111;328.3333333;285.5477281;286.5647842;341.1204925
405;981.6111111;375.7222222;141.5562525;97.71931345;137.6192762
406;1457.222222;3415;1438.575438;1849.428995;2290.763888
407;658.8888889;1333.333333;418.7765802;275.8061399;401.8200221
408;1426.888889;303.2777778;406.2949976;600.5394471;338.0186866
409;283.3333333;422.2222222;317.2662078;449.6296925;530.234953
410;221.1111111;175;172.7824826;140.7949394;121.5900976
411;363.3333333;232.2222222;276.6360109;200.3114469;251.3685496
412;1150.555556;1666.111111;1172.380007;1155.140163;1230.659927
413;3619.444444;3798.333333;2689.714877;3382.016193;2778.760326
414;2383.888889;4918.333333;2383.888889;3566.874901;2538.054986
415;238.3333333;275;309.7699987;252.9110781;604.4015015
416;497.1444444;619.8;416.0011266;336.6409633;360.1595714
417;566.6666667;523.8888889;460.5014167;588.0659027;375.2354283
418;338.4055556;291.6333333;131.3174401;163.1425305;219.9686411
419;653.3333333;924.4444444;564.5569076;508.4423204;568.3946118
420;1088.888889;1511.111111;994.6865414;1251.321757;1556.589215
421;2692.777778;2733.888889;1913.641199;3181.336692;1824.467316
422;878.3333333;1352.777778;875.7014944;801.0341243;740.1792806
423;861.6666667;691.6666667;598.5818323;539.3975414;560.7216572
424;455.5555556;372.2222222;312.0461481;287.2598535;509.4638824
425;113.8;128.2888889;83.28976415;94.41669328;149.6696986
426;678.0555556;777.2222222;2006.31805;1900.945775;767.4606145
427;402.6111111;1880.111111;2392.418374;2303.657222;1209.896549
428;127.7777778;264.4444444;21.81403454;53.84582286;55.18132934
429;487.2222222;657.2222222;599.7976203;554.740757;516.2034628
430;346.6666667;192.7777778;127.6384994;177.2237692;295.0187323
431;182.2222222;62.22222222;103.7896552;78.17867359;230.1436083
432;861.7777778;475.3333333;780.4058979;1114.512065;764.7852884
433;203.3333333;300.5555556;208.2794667;203.392631;208.4126887
434;9.666666667;7.777777778;6.131917534;6.440055763;4.342870082
435;100.2222222;164.3333333;74.03443239;77.86211597;343.9667665
436;2627.222222;533.1666667;681.9835866;729.4658036;842.3500185
437;4013.972222;455.8611111;554.9948007;367.43145;352.4042771
438;688.3333333;252.7777778;198.2648015;244.0442028;292.2753813
439;1332.722222;985.2777778;2387.736565;993.3180878;1450.706851
440;6189.277778;1162;711.6509624;1184.779044;1396.633444
441;1604.966667;4070.388889;910.2720288;3138.477734;3568.338958
442;170.0555556;77.61111111;248.0498096;224.5372314;178.4120207
443;2022.222222;468.8888889;896.0552171;890.8415421;519.572213
444;4536.232722;6286.156833;6016.862682;4422.315598;4886.452366
445;699.3988278;817.0079889;654.9444447;725.5491668;669.1429471
446;787.5211111;851.4568444;744.088539;702.8455589;682.1930387
447;2419.355333;4216.734;2310.185819;2496.72177;3245.38343
